mileage,name,name2,engine_disp,cylinders,gears,year
32.1,LEXUS,GS 200t F SPORT,2,4,8,2016
30.4,LEXUS,GS 350,3.5,6,8,2016
28.8,LEXUS,GS 350 AWD,3.5,6,6,2016
28.9,LEXUS,GS 350 F SPORT,3.5,6,8,2016
42.1,LEXUS,GS 450h,3.5,6,8,2016
25.1,LEXUS,LS 460,4.6,8,8,2016
23.8,LEXUS,LS 460 AWD,4.6,8,8,2016
25.1,LEXUS,LS 460 L,4.6,8,8,2016
23.8,LEXUS,LS 460 L AWD,4.6,8,8,2016
27.2,LEXUS,LS 600h L,5,8,8,2016
33.4,Lincoln,MKZ AWD,2,4,6,2016
25.8,Lincoln,MKZ AWD,3.7,6,6,2016
35,Lincoln,MKZ FWD,2,4,6,2016
28.2,Lincoln,MKZ FWD,3.7,6,6,2016
59.9,Lincoln,MKZ HYBRID FWD,2,4,1,2016
24.6,MASERATI,Ghibli  S RWD,3,6,8,2016
25.2,MASERATI,Ghibli V6 Rear Wheel Drive (RWD),3,6,8,2016
24.4,MASERATI,Ghibli V6 SQ4 AWD,3,6,8,2016
43.4,MAZDA,MAZDA 6,2.5,4,6,2016
41.1,MAZDA,MAZDA 6,2.5,4,6,2016
39.3,MAZDA,MAZDA 6,2.5,4,6,2016
45.9,MAZDA,MAZDA3 5-Door,2,4,6,2016
45.1,MAZDA,MAZDA3 5-Door,2,4,6,2016
43.8,MAZDA,MAZDA3 5-Door,2.5,4,6,2016
41.6,MAZDA,MAZDA3 5-Door,2.5,4,6,2016
39.5,MAZDA,MAZDA3 5-Door,2.5,4,6,2016
24.2,Mercedes-Benz,AMG E 63 4MATIC,5.5,8,7,2016
23,Mercedes-Benz,AMG E 63 S 4MATIC,5.5,8,7,2016
44.7,Mercedes-Benz,E 250 BLUETEC,2.1,4,7,2016
42.2,Mercedes-Benz,E 250 BLUETEC 4MATIC,2.1,4,7,2016
31,Mercedes-Benz,E 350,3.5,6,7,2016
31,Mercedes-Benz,E 350,3.5,6,7,2016
30.6,Mercedes-Benz,E 350 4MATIC,3.5,6,7,2016
30.6,Mercedes-Benz,E 350 4MATIC,3.5,6,7,2016
31,Mercedes-Benz,E 400,3,6,7,2016
29.7,Mercedes-Benz,E 400 4MATIC,3,6,7,2016
27,Mercedes-Benz,E 550 4MATIC,4.7,8,7,2016
37.8,Mini,Mini Cooper Clubman,1.5,3,6,2016
37.8,Mini,Mini Cooper Clubman,1.5,3,6,2016
36.3,Mini,Mini Cooper S Clubman,2,4,8,2016
34.1,Mini,Mini Cooper S Clubman,2,4,6,2016
44.4,NISSAN,ALTIMA,2.5,4,1,2016
34.2,NISSAN,ALTIMA 3.5,3.5,6,7,2016
42.1,NISSAN,ALTIMA SR,2.5,4,7,2016
33.2,NISSAN,MAXIMA,3.5,6,7,2016
44.7,NISSAN,SENTRA,1.8,4,1,2016
41.1,NISSAN,SENTRA,1.8,4,6,2016
46.8,NISSAN,SENTRA FE+,1.8,4,1,2016
19.5,Rolls-Royce Motor Cars Limited,Wraith,6.6,12,8,2016
43.2,SCION,iM,1.8,4,7,2016
41.7,SCION,iM,1.8,4,6,2016
39.7,Subaru,LEGACY,2.5,4,6,2016
30.1,Subaru,LEGACY,3.6,6,6,2016
32.3,TOYOTA,AVALON,3.5,6,6,2016
55.8,TOYOTA,AVALON HYBRID,2.5,4,6,2016
38.6,TOYOTA,CAMRY,2.5,4,6,2016
32.9,TOYOTA,CAMRY,3.5,6,6,2016
58.1,TOYOTA,CAMRY HYBRID LE,2.5,4,1,2016
55.4,TOYOTA,CAMRY HYBRID XLE/SE,2.5,4,1,2016
42.1,TOYOTA,COROLLA,1.8,4,4,2016
44.4,TOYOTA,COROLLA,1.8,4,1,2016
43.8,TOYOTA,COROLLA,1.8,4,7,2016
43.2,TOYOTA,COROLLA,1.8,4,6,2016
47.7,TOYOTA,COROLLA LE ECO,1.8,4,1,2016
46.8,TOYOTA,COROLLA LE ECO,1.8,4,1,2016
74.8,TOYOTA,PRIUS,1.8,4,1,2016
82.5,TOYOTA,PRIUS Eco,1.8,4,1,2016
39.1,Volkswagen,Passat,1.8,4,6,2016
28.5,Volkswagen,Passat,3.6,6,6,2016
40.7,"Volvo Cars of North America, LLC",S80 FWD,2,4,8,2016
28.8,Audi,A8L,3,6,8,2016
27.6,Audi,A8L,4,8,8,2016
21.1,Audi,A8L,6.3,12,8,2016
35,BMW,328i xDrive Gran Turismo,2,4,8,2016
30.9,BMW,335i xDrive Gran Turismo,3,6,8,2016
29,BMW,535i Gran Turismo,3,6,8,2016
28,BMW,535i xDrive Gran Turismo,3,6,8,2016
31.6,BMW,740i,3,6,8,2016
25.8,BMW,750i,4.4,8,8,2016
25.1,BMW,750i xDrive,4.4,8,8,2016
33.9,BMW,X1 xDrive28i,2,4,8,2016
33.1,Cadillac,CT6,2,4,8,2016
27.5,Cadillac,CT6 AWD,3,6,8,2016
28.2,Cadillac,CT6 AWD,3.6,6,8,2016
28.3,Cadillac,XTS,3.6,6,6,2016
26.4,Cadillac,XTS AWD,3.6,6,6,2016
23.9,Cadillac,XTS AWD,3.6,6,6,2016
36.3,Chevrolet,IMPALA,2.5,4,6,2016
28.3,Chevrolet,IMPALA,3.6,6,6,2016
29.2,Chevrolet,IMPALA,3.6,6,6,2016
28.4,Chevrolet,IMPALA LIMITED,3.6,6,6,2016
20.6,Chevrolet,SS,6.2,8,6,2016
21.6,Chevrolet,SS,6.2,8,6,2016
30.1,Chrysler,300,3.6,6,8,2016
30.1,Chrysler,300,3.6,6,8,2016
24.8,Chrysler,300,5.7,8,8,2016
28.2,Chrysler,300 AWD,3.6,6,8,2016
28.2,Chrysler,300 AWD,3.6,6,8,2016
30.1,Dodge,Charger,3.6,6,8,2016
30.1,Dodge,Charger,3.6,6,8,2016
24.8,Dodge,Charger,5.7,8,8,2016
23.7,Dodge,Charger,6.4,8,8,2016
28.2,Dodge,Charger AWD,3.6,6,8,2016
28.2,Dodge,Charger AWD,3.6,6,8,2016
20.2,Dodge,Charger SRT8,6.2,8,8,2016
23.7,Dodge,Charger SRT8,6.4,8,8,2016
55.3,Ford,C-MAX Hybrid FWD,2,4,1,2016
25.9,Ford,TAURUS AWD,3.5,6,6,2016
25.7,Ford,TAURUS AWD,3.5,6,6,2016
25.9,Ford,TAURUS AWD FFV,3.5,6,6,2016
35,Ford,TAURUS FWD,2,4,6,2016
29.4,Ford,TAURUS FWD,3.5,6,6,2016
29.4,Ford,TAURUS FWD FFV,3.5,6,6,2016
30.2,HYUNDAI MOTOR COMPANY,Azera,3.3,6,6,2016
29.2,HYUNDAI MOTOR COMPANY,Azera Limited,3.3,6,6,2016
23,HYUNDAI MOTOR COMPANY,Equus,5,8,8,2016
25.3,HYUNDAI MOTOR COMPANY,Genesis AWD,3.8,6,8,2016
28.4,HYUNDAI MOTOR COMPANY,Genesis RWD,3.8,6,8,2016
22.9,HYUNDAI MOTOR COMPANY,Genesis RWD,5,8,8,2016
42.7,HYUNDAI MOTOR COMPANY,Sonata,1.6,4,7,2016
34.4,HYUNDAI MOTOR COMPANY,Sonata,2,4,6,2016
39.8,HYUNDAI MOTOR COMPANY,Sonata,2.4,4,6,2016
32.6,HYUNDAI MOTOR COMPANY,Sonata Limited,2,4,6,2016
38.5,HYUNDAI MOTOR COMPANY,Sonata SPORT/LIMITED,2.4,4,6,2016
28.2,Jaguar,XJ,3,6,8,2016
22.9,Jaguar,XJ,5,8,8,2016
26.1,Jaguar,XJ AWD,3,6,8,2016
27.9,Jaguar,XJL,3,6,8,2016
22.9,Jaguar,XJL,5,8,8,2016
25.8,Jaguar,XJL AWD,3,6,8,2016
28.4,KIA MOTORS CORPORATION,Cadenza,3.3,6,6,2016
32.1,KIA MOTORS CORPORATION,Forte 5,1.6,4,6,2016
31.8,KIA MOTORS CORPORATION,Forte 5,1.6,4,6,2016
38.1,KIA MOTORS CORPORATION,Forte 5,2,4,6,2016
26.1,KIA MOTORS CORPORATION,K900,3.8,6,8,2016
22.8,KIA MOTORS CORPORATION,K900,5,8,8,2016
43.1,KIA MOTORS CORPORATION,Optima,1.6,4,7,2016
33.4,KIA MOTORS CORPORATION,Optima,2,4,6,2016
37.7,KIA MOTORS CORPORATION,Optima,2.4,4,6,2016
33.8,KIA MOTORS CORPORATION,Optima FE,2,4,6,2016
39.4,KIA MOTORS CORPORATION,Optima FE,2.4,4,6,2016
25.7,Lincoln,MKS AWD,3.5,6,6,2016
25.1,Lincoln,MKS AWD,3.7,6,6,2016
26.5,Lincoln,MKS FWD,3.7,6,6,2016
22.2,MASERATI,QUATTROPORTE GTS,3.8,8,8,2016
23.7,MASERATI,QUATTROPORTE S,3,6,8,2016
23.8,MASERATI,QUATTROPORTE SQ4 V6,3,6,8,2016
23.1,Mercedes-Benz,AMG S 63 4MATIC,5.5,8,7,2016
19.6,Mercedes-Benz,AMG S 65,6,12,7,2016
19.9,Mercedes-Benz,Maybach S 600,6,12,7,2016
26.5,Mercedes-Benz,S 550,4.7,8,7,2016
25.3,Mercedes-Benz,S 550 4MATIC,4.7,8,7,2016
21,Mercedes-Benz,S 600,6,12,7,2016
28.4,Porsche,Panamera,3.6,6,7,2016
27.7,Porsche,Panamera 4,3.6,6,7,2016
27.1,Porsche,Panamera 4S,3,6,7,2016
26.7,Porsche,Panamera 4S Executive,3,6,7,2016
24.1,Porsche,Panamera GTS,4.8,8,7,2016
27.1,Porsche,Panamera S,3,6,7,2016
24,Porsche,Panamera Turbo,4.8,8,7,2016
23.7,Porsche,Panamera Turbo Executive,4.8,8,7,2016
24,Porsche,Panamera Turbo S,4.8,8,7,2016
23.7,Porsche,Panamera Turbo S Executive,4.8,8,7,2016
18.8,Rolls-Royce Motor Cars Limited,Ghost,6.6,12,8,2016
18.8,Rolls-Royce Motor Cars Limited,Ghost EWB,6.6,12,8,2016
17.6,Rolls-Royce Motor Cars Limited,Phantom,6.7,12,8,2016
17.6,Rolls-Royce Motor Cars Limited,Phantom EWB,6.7,12,8,2016
31.2,Audi,allroad quattro,2,4,8,2016
46.5,BMW,328d xDrive Sports Wagon,2,4,8,2016
35,BMW,328i xDrive Sports Wagon,2,4,8,2016
42.3,Chevrolet,SONIC 5,1.4,4,6,2016
45.5,Chevrolet,SONIC 5,1.4,4,6,2016
38.9,Chevrolet,SONIC 5,1.8,4,6,2016
40.8,Chevrolet,SONIC 5,1.8,4,5,2016
33.4,FIAT,500L,1.4,4,6,2016
39,FIAT,500L,1.4,4,6,2016
50.5,Honda,FIT,1.5,4,1,2016
47.6,Honda,FIT,1.5,4,7,2016
43.4,Honda,FIT,1.5,4,6,2016
26.2,INFINITI,QX50,3.7,6,7,2016
25.8,INFINITI,QX50 AWD,3.7,6,7,2016
35.2,KIA MOTORS CORPORATION,Soul,1.6,4,6,2016
35,KIA MOTORS CORPORATION,Soul,1.6,4,6,2016
36,KIA MOTORS CORPORATION,Soul,2,4,6,2016
35.7,KIA MOTORS CORPORATION,Soul ECO dynamics,2,4,6,2016
40.4,NISSAN,JUKE,1.6,4,7,2016
41,NISSAN,JUKE,1.6,4,6,2016
38.4,NISSAN,JUKE AWD,1.6,4,7,2016
38.7,NISSAN,JUKE NISMO RS,1.6,4,6,2016
35.7,NISSAN,JUKE NISMO RS AWD,1.6,4,8,2016
41,Subaru,IMPREZA SPORT,2,4,6,2016
36.6,Subaru,IMPREZA SPORT,2,4,5,2016
41.9,Subaru,IMPREZA WAGON,2,4,6,2016
37.6,Subaru,IMPREZA WAGON,2,4,5,2016
38.6,Volkswagen,Golf SportWagen,1.8,4,6,2016
38.1,Volkswagen,Golf SportWagen,1.8,4,5,2016
33.1,"Volvo Cars of North America, LLC",V60 AWD,2,4,8,2016
30.5,"Volvo Cars of North America, LLC",V60 AWD,2.5,5,6,2016
27.1,"Volvo Cars of North America, LLC",V60 AWD,3,6,6,2016
40.7,"Volvo Cars of North America, LLC",V60 FWD,2,4,8,2016
27.1,"Volvo Cars of North America, LLC",V60 Polestar AWD,3,6,6,2016
29.8,"Volvo Cars of North America, LLC",V60CC AWD,2.5,5,6,2016
23,Mercedes-Benz,AMG E 63 S 4MATIC (stat. wagon),5.5,8,7,2016
32.8,Mercedes-Benz,AMG GLA 45 4MATIC,2,4,7,2016
29.7,Mercedes-Benz,E 350 4Matic (Wagon),3.5,6,7,2016
38.5,Mercedes-Benz,GLA 250,2,4,7,2016
31.9,NISSAN,MURANO AWD,3.5,6,7,2016
32.4,NISSAN,MURANO FWD,3.5,6,7,2016
37,NISSAN,MURANO Hybrid AWD,2.5,4,7,2016
39.1,NISSAN,MURANO Hybrid FWD,2.5,4,7,2016
59.5,TOYOTA,PRIUS v,1.8,4,1,2016
,Chevrolet,COLORADO 2WD,2.5,4,6,2016
,Chevrolet,COLORADO 2WD,2.5,4,6,2016
,Chevrolet,COLORADO 2WD,2.8,4,6,2016
,Chevrolet,COLORADO 2WD,3.6,6,6,2016
,GMC,CANYON 2WD,2.5,4,6,2016
,GMC,CANYON 2WD,2.5,4,6,2016
,GMC,CANYON 2WD,2.8,4,6,2016
,GMC,CANYON 2WD,3.6,6,6,2016
,NISSAN,FRONTIER 2WD,2.5,4,5,2016
,NISSAN,FRONTIER 2WD,2.5,4,5,2016
,NISSAN,FRONTIER 2WD,4,6,5,2016
,NISSAN,FRONTIER 2WD,4,6,6,2016
,TOYOTA,TACOMA 2WD,2.7,4,6,2016
,TOYOTA,TACOMA 2WD,3.5,6,6,2016
,Chevrolet,COLORADO 4WD,2.5,4,6,2016
,Chevrolet,COLORADO 4WD,2.8,4,6,2016
,Chevrolet,COLORADO 4WD,3.6,6,6,2016
,GMC,CANYON 4WD,2.5,4,6,2016
,GMC,CANYON 4WD,2.8,4,6,2016
,GMC,CANYON 4WD,3.6,6,6,2016
,NISSAN,FRONTIER 4WD,4,6,5,2016
,NISSAN,FRONTIER 4WD,4,6,6,2016
,TOYOTA,TACOMA 4WD,2.7,4,6,2016
,TOYOTA,TACOMA 4WD,2.7,4,5,2016
,TOYOTA,TACOMA 4WD,3.5,6,6,2016
,TOYOTA,TACOMA 4WD,3.5,6,6,2016
,TOYOTA,Tacoma 4WD Double Cab,3.5,6,6,2016
,Chevrolet,C15 SILVERADO 2WD,4.3,6,6,2016
,Chevrolet,C15 SILVERADO 2WD,5.3,8,6,2016
,Chevrolet,C15 SILVERADO 2WD,5.3,8,6,2016
,Chevrolet,C15 SILVERADO 2WD,5.3,8,8,2016
,Chevrolet,C15 SILVERADO 2WD,5.3,8,8,2016
,Chevrolet,C15 SILVERADO 2WD,6.2,8,8,2016
,Ford,F150 2.7L 2WD GVWR>6649 LBS PAYLOAD PACKAGE,2.7,6,6,2016
,Ford,F150 2WD,2.7,6,6,2016
,Ford,F150 2WD,3.5,6,6,2016
,Ford,F150 2WD FFV,3.5,6,6,2016
,Ford,F150 2WD FFV,5,8,6,2016
,Ford,F150 3.5L 2WD GVWR>7599 LBS PAYLOAD PACKAGE,3.5,6,6,2016
,Ford,F150 5.0L 2WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,5,8,6,2016
,GMC,C15 SIERRA 2WD,4.3,6,6,2016
,GMC,C15 SIERRA 2WD,5.3,8,6,2016
,GMC,C15 SIERRA 2WD,5.3,8,6,2016
,GMC,C15 SIERRA 2WD,5.3,8,8,2016
,GMC,C15 SIERRA 2WD,5.3,8,8,2016
,GMC,C15 SIERRA 2WD,6.2,8,8,2016
,RAM,1500 4X2,3.6,6,8,2016
,RAM,1500 4X2,5.7,8,6,2016
,RAM,1500 4X2,5.7,8,8,2016
,RAM,1500 HFE 4X2,3.6,6,8,2016
,"Roush Industries, Inc.",F150 Pickup 2WD,5,8,6,2016
,TOYOTA,TUNDRA 2WD,4.6,8,6,2016
,TOYOTA,TUNDRA 2WD,5.7,8,6,2016
,TOYOTA,TUNDRA 2WD FFV,5.7,8,6,2016
,Chevrolet,K15 SILVERADO 4WD,4.3,6,6,2016
,Chevrolet,K15 SILVERADO 4WD,5.3,8,6,2016
,Chevrolet,K15 SILVERADO 4WD,5.3,8,6,2016
,Chevrolet,K15 SILVERADO 4WD,5.3,8,8,2016
,Chevrolet,K15 SILVERADO 4WD,5.3,8,8,2016
,Chevrolet,K15 SILVERADO 4WD,6.2,8,8,2016
,Ford,F150 2.7L 4WD GVWR>6799 LBS PAYLOAD PACKAGE,2.7,6,6,2016
,Ford,F150 3.5L 4WD GVWR>7599 LBS PAYLOAD PACKAGE,3.5,6,6,2016
,Ford,F150 4WD,2.7,6,6,2016
,Ford,F150 4WD,3.5,6,6,2016
,Ford,F150 4WD FFV,3.5,6,6,2016
,Ford,F150 4WD FFV,5,8,6,2016
,Ford,F150 5.0L 4WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,5,8,6,2016
,GMC,K15 SIERRA 4WD,4.3,6,6,2016
,GMC,K15 SIERRA 4WD,5.3,8,6,2016
,GMC,K15 SIERRA 4WD,5.3,8,6,2016
,GMC,K15 SIERRA 4WD,5.3,8,8,2016
,GMC,K15 SIERRA 4WD,5.3,8,8,2016
,GMC,K15 SIERRA 4WD,6.2,8,8,2016
,RAM,1500 4X4,3.6,6,8,2016
,RAM,1500 4X4,5.7,8,6,2016
,RAM,1500 4X4,5.7,8,8,2016
,"Roush Industries, Inc.",F150 Pickup 4WD,5,8,6,2016
,TOYOTA,TUNDRA 4WD,4.6,8,6,2016
,TOYOTA,TUNDRA 4WD,5.7,8,6,2016
,TOYOTA,TUNDRA 4WD FFV,5.7,8,6,2016
,Chevrolet,G2500 EXPRESS 2WD PASS MDPV,6,8,6,2016
,Chevrolet,G3500 EXPRESS 2WD PASS MDPV,6,8,6,2016
,Ford,Transit T150 Wagon,3.5,6,6,2016
,Ford,Transit T150 Wagon FFV,3.7,6,6,2016
,GMC,G2500 SAVANA 2WD PASS MDPV,6,8,6,2016
,GMC,G3500 SAVANA 2WD PASS MDPV,6,8,6,2016
21.9,Cadillac,XTS HEARSE,3.6,6,6,2016
21.9,Cadillac,XTS LIMO,3.6,6,6,2016
,CHEVROLET,City Express Cargo Van,2,4,1,2016
,Ford,Transit Connect Van 2WD,1.6,4,6,2016
,Ford,Transit Connect Van 2WD,2.5,4,6,2016
,Ford,TRANSIT CONNECT VAN FFV,2.5,4,6,2016
28.8,Ford,TRANSIT CONNECT WAGON FFV,2.5,4,6,2016
32.5,Ford,TRANSIT CONNECT WAGON FWD,1.6,4,6,2016
28.8,Ford,TRANSIT CONNECT WAGON FWD,2.5,4,6,2016
,Ford,TRANSIT CONNECT WAGON LWB FFV,2.5,4,6,2016
,Ford,Transit Connect Wagon LWB FWD,2.5,4,6,2016
,Lincoln,MKT LIVERY FWD,2,4,6,2016
30.4,Mercedes-Benz,Metris (Cargo Van),2,4,7,2016
29.5,Mercedes-Benz,Metris (Passenger Van),2,4,7,2016
,NISSAN,NV200 Cargo Van,2,4,1,2016
34.3,NISSAN,NV200 NYC Taxi,2,4,1,2016
,RAM,Promaster City,2.4,4,9,2016
,Lincoln,MKT LIVERY AWD,3.7,6,6,2016
,Chevrolet,C15 SILVERADO 2WD CAB CHASSIS,5.3,8,6,2016
,Chevrolet,COLORADO CAB CHASSIS 2WD,3.6,6,6,2016
,Chevrolet,K15 SILVERADO 4WD CAB CHASSIS,5.3,8,6,2016
,GMC,C15 SIERRA 2WD CAB CHASSIS,5.3,8,6,2016
,GMC,CANYON CAB CHASSIS 2WD,3.6,6,6,2016
,GMC,K15 SIERRA 4WD CAB CHASSIS,5.3,8,6,2016
,Chrysler,Town & Country,3.6,6,6,2016
,Chrysler,Town & Country,3.6,6,6,2016
,Dodge,Grand Caravan,3.6,6,6,2016
,Dodge,Grand Caravan,3.6,6,6,2016
,Honda,ODYSSEY 2WD,3.5,6,6,2016
,KIA MOTORS CORPORATION,Sedona,3.3,6,6,2016
,KIA MOTORS CORPORATION,Sedona SX,3.3,6,6,2016
,KIA MOTORS CORPORATION,Sedona SXL,3.3,6,6,2016
,NISSAN,QUEST,3.5,6,1,2016
,TOYOTA,SIENNA,3.5,6,6,2016
,TOYOTA,SIENNA AWD,3.5,6,6,2016
,Acura,MDX 2WD,3.5,6,9,2016
,Acura,MDX 2WD,3.5,6,9,2016
,Acura,RDX 2WD,3.5,6,6,2016
31.5,BMW,X3 sDrive 28i,2,4,8,2016
40.8,Buick,ENCORE,1.4,4,6,2016
40.4,Buick,ENCORE,1.4,4,6,2016
34.3,Chevrolet,EQUINOX FWD,2.4,4,6,2016
34.3,Chevrolet,EQUINOX FWD,2.4,4,6,2016
25.9,Chevrolet,EQUINOX FWD,3.6,6,6,2016
40.4,Chevrolet,TRAX,1.4,4,6,2016
,Dodge,Journey,2.4,4,4,2016
,Dodge,Journey,3.6,6,6,2016
,FIAT,500X,1.4,4,6,2016
,FIAT,500X,2.4,4,9,2016
31.6,Ford,EDGE FWD,2,4,6,2016
31.8,Ford,EDGE FWD,2,4,6,2016
26.9,Ford,EDGE FWD,3.5,6,6,2016
35.4,Ford,ESCAPE FWD,1.6,4,6,2016
32.5,Ford,ESCAPE FWD,2,4,6,2016
33.2,Ford,ESCAPE FWD,2.5,4,6,2016
34.3,GMC,TERRAIN FWD,2.4,4,6,2016
34.3,GMC,TERRAIN FWD,2.4,4,6,2016
25.9,GMC,TERRAIN FWD,3.6,6,6,2016
39,Honda,CR-V 2WD,2.4,4,1,2016
,Honda,HR-V 2WD,1.8,4,1,2016
,Honda,HR-V 2WD,1.8,4,7,2016
,Honda,HR-V 2WD,1.8,4,6,2016
29.6,Honda,PILOT 2WD,3.5,6,6,2016
30.1,Honda,PILOT 2WD,3.5,6,9,2016
,HYUNDAI MOTOR COMPANY,Santa Fe FWD,3.3,6,6,2016
,HYUNDAI MOTOR COMPANY,Santa Fe Sport FWD,2,4,6,2016
,HYUNDAI MOTOR COMPANY,Santa Fe Sport FWD,2.4,4,6,2016
,HYUNDAI MOTOR COMPANY,Santa Fe Sport ULTIMATE FWD,2,4,6,2016
,HYUNDAI MOTOR COMPANY,Santa Fe Ultimate FWD,3.3,6,6,2016
,HYUNDAI MOTOR COMPANY,Tucson Eco FWD,1.6,4,7,2016
,HYUNDAI MOTOR COMPANY,Tucson FWD,1.6,4,7,2016
,HYUNDAI MOTOR COMPANY,Tucson FWD,2,4,6,2016
,INFINITI,QX60 FWD,3.5,6,7,2016
,INFINITI,QX70 RWD,3.7,6,7,2016
,Jeep,Cherokee FWD,2.4,4,9,2016
,Jeep,Cherokee FWD,2.4,4,9,2016
,Jeep,Cherokee FWD,3.2,6,9,2016
,Jeep,Compass FWD,2,4,1,2016
,Jeep,Compass FWD,2,4,5,2016
,Jeep,Compass FWD,2.4,4,6,2016
,Jeep,Compass FWD,2.4,4,5,2016
,Jeep,Patriot FWD,2,4,1,2016
,Jeep,Patriot FWD,2,4,5,2016
,Jeep,Patriot FWD,2.4,4,6,2016
,Jeep,Patriot FWD,2.4,4,5,2016
,Jeep,Renegade 4x2,1.4,4,6,2016
,Jeep,Renegade 4x2,2.4,4,9,2016
30.1,KIA MOTORS CORPORATION,Sorento FWD,2,4,6,2016
31.6,KIA MOTORS CORPORATION,Sorento FWD,2.4,4,6,2016
27,KIA MOTORS CORPORATION,Sorento FWD,3.3,6,6,2016
,KIA MOTORS CORPORATION,Sportage FWD,2.4,4,6,2016
,KIA MOTORS CORPORATION,Sportage SX FWD,2,4,6,2016
,LEXUS,NX 200t,2,4,6,2016
,LEXUS,NX 300h,2.5,4,6,2016
,LEXUS,RX 350,3.5,6,8,2016
,LEXUS,RX 450h,3.5,6,6,2016
35,Lincoln,MKC  FWD,2,4,6,2016
26.8,Lincoln,MKX FWD,2.7,6,6,2016
26.5,Lincoln,MKX FWD,3.7,6,6,2016
,MAZDA,CX-5 2WD,2,4,6,2016
,MAZDA,CX-5 2WD,2.5,4,6,2016
,MAZDA,CX-9 2WD,2.5,4,6,2016
32.5,Mercedes-Benz,GLC 300,2,4,9,2016
36.8,Mitsubishi Motors Corporation,OUTLANDER 2WD,2.4,4,6,2016
36.1,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,2,4,6,2016
33.8,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,2,4,5,2016
33.1,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,2.4,4,6,2016
,NISSAN,PATHFINDER 2WD,3.5,6,1,2016
,NISSAN,ROGUE FWD,2.5,4,1,2016
,TOYOTA,HIGHLANDER,2.7,4,6,2016
,TOYOTA,HIGHLANDER,3.5,6,6,2016
,TOYOTA,RAV4,2.5,4,6,2016
,TOYOTA,RAV4 LE/XLE,2.5,4,6,2016
29.7,Volkswagen,Tiguan,2,4,6,2016
34.2,"Volvo Cars of North America, LLC",XC60 FWD,2,4,8,2016
32.2,"Volvo Cars of North America, LLC",XC60 FWD,2,4,8,2016
34.2,"Volvo Cars of North America, LLC",XC70 FWD,2,4,8,2016
,Acura,MDX 4WD,3.5,6,9,2016
,Acura,MDX 4WD,3.5,6,9,2016
,Acura,RDX 4WD,3.5,6,6,2016
29.6,Audi,Q5,2,4,8,2016
27.2,Audi,Q5,3,6,8,2016
34,Audi,Q5 Hybrid,2,4,8,2016
24.9,Audi,SQ5,3,6,8,2016
,BMW,X3 xDrive28d,2,4,8,2016
31.5,BMW,X3 xDrive28i,2,4,8,2016
,BMW,X3 xDrive35i,3,6,8,2016
,BMW,X4 M40i,3,6,8,2016
,BMW,X4 xDrive28i,2,4,8,2016
,BMW,X4 xDrive35i,3,6,8,2016
,Buick,ENCORE AWD,1.4,4,6,2016
,Buick,ENCORE AWD,1.4,4,6,2016
,Buick,ENVISION AWD,2,4,6,2016
,Chevrolet,EQUINOX AWD,2.4,4,6,2016
,Chevrolet,EQUINOX AWD,2.4,4,6,2016
24,Chevrolet,EQUINOX AWD,3.6,6,6,2016
,Chevrolet,TRAX AWD,1.4,4,6,2016
,Dodge,Journey AWD,3.6,6,6,2016
,FIAT,500X AWD,2.4,4,9,2016
,Ford,EDGE AWD,2,4,6,2016
,Ford,EDGE AWD,2.7,6,6,2016
,Ford,EDGE AWD,3.5,6,6,2016
,Ford,ESCAPE AWD,1.6,4,6,2016
,Ford,ESCAPE AWD,2,4,6,2016
,GMC,TERRAIN AWD,2.4,4,6,2016
24,GMC,TERRAIN AWD,3.6,6,6,2016
,Honda,CR-V 4WD,2.4,4,1,2016
,Honda,HR-V 4WD,1.8,4,1,2016
,Honda,HR-V 4WD,1.8,4,7,2016
27.6,Honda,PILOT 4WD,3.5,6,6,2016
29.4,Honda,PILOT 4WD,3.5,6,9,2016
,HYUNDAI MOTOR COMPANY,Santa Fe AWD,3.3,6,6,2016
,HYUNDAI MOTOR COMPANY,Santa Fe Sport AWD,2,4,6,2016
,HYUNDAI MOTOR COMPANY,Santa Fe Sport AWD,2.4,4,6,2016
,HYUNDAI MOTOR COMPANY,Santa Fe Ultimate AWD,3.3,6,6,2016
,HYUNDAI MOTOR COMPANY,Tucson AWD,1.6,4,7,2016
,HYUNDAI MOTOR COMPANY,Tucson AWD,2,4,6,2016
,HYUNDAI MOTOR COMPANY,Tucson Eco AWD,1.6,4,7,2016
,INFINITI,QX60 AWD,3.5,6,7,2016
,INFINITI,QX70 AWD,3.7,6,7,2016
,Jeep,Cherokee 4X4,2.4,4,9,2016
,Jeep,Cherokee 4X4,2.4,4,9,2016
,Jeep,Cherokee 4X4,3.2,6,9,2016
,Jeep,Cherokee 4x4 Active Drive II,2.4,4,9,2016
,Jeep,Cherokee 4x4 Active Drive II,3.2,6,9,2016
,Jeep,Cherokee Trailhawk 4X4,2.4,4,9,2016
,Jeep,Cherokee Trailhawk 4X4,3.2,6,9,2016
,Jeep,Compass 4X4,2.4,4,6,2016
,Jeep,Compass 4X4,2.4,4,1,2016
