mileage,name,name2,engine_disp,cylinders,gears,year
,GMC,G3500 SAVANA 2WD PASS MDPV,4.8,8,6,2015
,GMC,G3500 SAVANA 2WD PASS MDPV,6,8,4,2015
,GMC,G3500 SAVANA 2WD PASS MDPV,6,8,6,2015
21.4,Cadillac,XTS HEARSE,3.6,6,6,2015
21.8,Cadillac,XTS LIMO,3.6,6,6,2015
,CHEVROLET,City Express Cargo Van,2,4,6,2015
,Ford,Transit Connect Van 2WD,1.6,4,6,2015
,Ford,Transit Connect Van 2WD,2.5,4,6,2015
33.2,Ford,TRANSIT CONNECT WAGON FWD,1.6,4,6,2015
30.4,Ford,TRANSIT CONNECT WAGON FWD,2.5,4,6,2015
,Ford,Transit Connect Wagon LWB FWD,2.5,4,4,2015
,Lincoln,MKT LIVERY FWD,2,4,4,2015
,NISSAN,NV200 Cargo Van,2,4,1,2015
34.3,NISSAN,NV200 NYC Taxi,2,4,6,2015
,RAM,Promaster City,2.4,4,6,2015
,Lincoln,MKT LIVERY AWD,3.7,6,6,2015
,Chevrolet,C15 SILVERADO 2WD CAB CHASSIS,4.3,6,6,2015
,Chevrolet,C15 SILVERADO 2WD CAB CHASSIS,5.3,8,6,2015
,Chevrolet,C15 SILVERADO 2WD CAB CHASSIS,5.3,8,6,2015
,Chevrolet,COLORADO CAB CHASSIS 2WD,3.6,6,6,2015
,GMC,C15 SIERRA 2WD CAB CHASSIS,4.3,6,5,2015
,GMC,C15 SIERRA 2WD CAB CHASSIS,5.3,8,6,2015
,GMC,C15 SIERRA 2WD CAB CHASSIS,5.3,8,1,2015
,GMC,CANYON CAB CHASSIS 2WD,3.6,6,6,2015
,GMC,K15 SIERRA 4WD CAB CHASSIS,4.3,6,6,2015
,GMC,K15 SIERRA 4WD CAB CHASSIS,5.3,8,6,2015
,GMC,K15 SIERRA 4WD CAB CHASSIS,5.3,8,6,2015
,Chrysler,Town & Country,3.6,6,6,2015
,Chrysler,Town & Country,3.6,6,6,2015
,Dodge,Grand Caravan,3.6,6,6,2015
,Dodge,Grand Caravan,3.6,6,6,2015
29.2,Honda,ODYSSEY 2WD,3.5,6,6,2015
,KIA MOTORS CORPORATION,Sedona,3.3,6,6,2015
,KIA MOTORS CORPORATION,Sedona SX,3.3,6,6,2015
,KIA MOTORS CORPORATION,Sedona SXL,3.3,6,6,2015
,MAZDA,MAZDA 5,2.5,4,6,2015
,NISSAN,QUEST,3.5,6,6,2015
,RAM,C/V Tradesman,3.6,6,4,2015
,RAM,C/V Tradesman,3.6,6,6,2015
,TOYOTA,SIENNA,3.5,6,6,2015
,TOYOTA,SIENNA AWD,3.5,6,6,2015
30.3,Acura,MDX 2WD,3.5,6,6,2015
,Acura,RDX 2WD,3.5,6,6,2015
31.6,BMW,X3 sDrive 28i,2,4,6,2015
40.4,Buick,ENCORE,1.4,4,6,2015
34.3,Chevrolet,CAPTIVA FWD,2.4,4,6,2015
34.3,Chevrolet,EQUINOX FWD,2.4,4,6,2015
34.3,Chevrolet,EQUINOX FWD,2.4,4,6,2015
25.5,Chevrolet,EQUINOX FWD,3.6,6,6,2015
40.4,Chevrolet,TRAX,1.4,4,5,2015
,Dodge,Journey,2.4,4,6,2015
,Dodge,Journey,3.6,6,5,2015
31.6,Ford,EDGE FWD,2,4,5,2015
31.8,Ford,EDGE FWD,2,4,6,2015
28.1,Ford,EDGE FWD,2.7,6,6,2015
27.2,Ford,EDGE FWD,3.5,6,6,2015
34.6,Ford,ESCAPE FWD,1.6,4,6,2015
32.5,Ford,ESCAPE FWD,2,4,6,2015
33,Ford,ESCAPE FWD,2.5,4,6,2015
34.3,GMC,TERRAIN FWD,2.4,4,7,2015
34.3,GMC,TERRAIN FWD,2.4,4,7,2015
25.5,GMC,TERRAIN FWD,3.6,6,9,2015
33.3,Honda,CROSSTOUR 2WD,2.4,4,9,2015
30.7,Honda,CROSSTOUR 2WD,3.5,6,6,2015
39.7,Honda,CR-V 2WD,2.4,4,1,2015
26.9,Honda,PILOT 2WD,3.5,6,5,2015
,HYUNDAI MOTOR COMPANY,Santa Fe FWD,3.3,6,6,2015
,HYUNDAI MOTOR COMPANY,Santa Fe Sport FWD,2,4,5,2015
,HYUNDAI MOTOR COMPANY,Santa Fe Sport FWD,2.4,4,6,2015
,HYUNDAI MOTOR COMPANY,Santa Fe Sport ULTIMATE FWD,2,4,1,2015
,HYUNDAI MOTOR COMPANY,Santa Fe ULTIMATE FWD,3.3,6,5,2015
,HYUNDAI MOTOR COMPANY,Tucson FWD,2,4,6,2015
,HYUNDAI MOTOR COMPANY,Tucson FWD,2.4,4,5,2015
,INFINITI,QX60 FWD,3.5,6,6,2015
,INFINITI,QX70 RWD,3.7,6,6,2015
,Jeep,Cherokee FWD,2.4,4,6,2015
,Jeep,Cherokee FWD,2.4,4,6,2015
,Jeep,Cherokee FWD,3.2,6,6,2015
,Jeep,Compass FWD,2,4,6,2015
,Jeep,Compass FWD,2,4,6,2015
,Jeep,Compass FWD,2.4,4,6,2015
,Jeep,Compass FWD,2.4,4,6,2015
,Jeep,Patriot FWD,2,4,6,2015
,Jeep,Patriot FWD,2,4,6,2015
,Jeep,Patriot FWD,2.4,4,6,2015
,Jeep,Patriot FWD,2.4,4,7,2015
,Jeep,Renegade 4x2,1.4,4,7,2015
,Jeep,Renegade 4x2,2.4,4,6,2015
29.9,KIA MOTORS CORPORATION,Sorento FWD,2.4,4,6,2015
,KIA MOTORS CORPORATION,Sorento FWD,3.3,6,5,2015
,KIA MOTORS CORPORATION,Sportage FWD,2,4,1,2015
,KIA MOTORS CORPORATION,Sportage FWD,2.4,4,1,2015
,KIA MOTORS CORPORATION,Sportage SX FWD,2,4,1,2015
,LEXUS,NX 200t,2,4,1,2015
,LEXUS,NX 300h,2.5,4,5,2015
,LEXUS,RX 350,3.5,6,5,2015
,LEXUS,RX 450h,3.5,6,6,2015
34.8,Lincoln,MKC  FWD,2,4,6,2015
26.9,Lincoln,MKX FWD,3.7,6,6,2015
,MAZDA,CX-5 2WD,2,4,6,2015
,MAZDA,CX-5 2WD,2,4,6,2015
,MAZDA,CX-5 2WD,2.5,4,6,2015
,MAZDA,CX-9 2WD,3.7,6,6,2015
28.3,Mercedes-Benz,GLK 350,3.5,6,6,2015
28,Mercedes-Benz,GLK 350,3.5,6,6,2015
36.2,Mitsubishi Motors Corporation,OUTLANDER 2WD,2.4,4,6,2015
37.5,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,2,4,6,2015
34.6,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,2,4,8,2015
33.9,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,2.4,4,8,2015
,NISSAN,PATHFINDER 2WD,3.5,6,8,2015
,NISSAN,ROGUE FWD,2.5,4,8,2015
,NISSAN,ROGUE SELECT,2.5,4,8,2015
,NISSAN,XTERRA 2WD,4,6,8,2015
,TOYOTA,HIGHLANDER,2.7,4,8,2015
,TOYOTA,HIGHLANDER,3.5,6,6,2015
,TOYOTA,RAV4,2.5,4,6,2015
,TOYOTA,RAV4 LE/XLE,2.5,4,6,2015
,TOYOTA,VENZA,2.7,4,6,2015
,TOYOTA,VENZA,3.5,6,6,2015
29.7,Volkswagen,Tiguan,2,4,6,2015
35.5,"Volvo Cars of North America, LLC",V60 CC FWD,2,4,6,2015
35.5,"Volvo Cars of North America, LLC",XC60 FWD,2,4,6,2015
33,"Volvo Cars of North America, LLC",XC60 FWD,2,4,6,2015
35.5,"Volvo Cars of North America, LLC",XC70 FWD,2,4,6,2015
28.2,Acura,MDX 4WD,3.5,6,6,2015
,Acura,RDX 4WD,3.5,6,6,2015
29.6,Audi,Q5,2,4,6,2015
27.2,Audi,Q5,3,6,6,2015
34,Audi,Q5 Hybrid,2,4,6,2015
24.9,Audi,SQ5,3,6,6,2015
,BMW,X3 xDrive28d,2,4,5,2015
31.5,BMW,X3 xDrive28i,2,4,5,2015
,BMW,X3 xDrive35i,3,6,6,2015
,BMW,X4 xDrive28i,2,4,6,2015
,BMW,X4 xDrive35i,3,6,6,2015
,Buick,ENCORE AWD,1.4,4,6,2015
,Chevrolet,EQUINOX AWD,2.4,4,6,2015
,Chevrolet,EQUINOX AWD,2.4,4,6,2015
24.3,Chevrolet,EQUINOX AWD,3.6,6,7,2015
,Chevrolet,TRAX AWD,1.4,4,7,2015
,Dodge,Journey AWD,3.6,6,7,2015
,Ford,EDGE AWD,2,4,9,2015
,Ford,EDGE AWD,2.7,6,9,2015
,Ford,EDGE AWD,3.5,6,9,2015
,Ford,ESCAPE AWD,1.6,4,9,2015
,Ford,ESCAPE AWD,2,4,9,2015
,GMC,TERRAIN AWD,2.4,4,9,2015
24.3,GMC,TERRAIN AWD,3.6,6,6,2015
28.9,Honda,CROSSTOUR 4WD,3.5,6,1,2015
38.2,Honda,CR-V 4WD,2.4,4,5,2015
26,Honda,PILOT 4WD,3.5,6,6,2015
,HYUNDAI MOTOR COMPANY,Santa Fe AWD,3.3,6,1,2015
,HYUNDAI MOTOR COMPANY,Santa Fe Sport AWD,2,4,5,2015
,HYUNDAI MOTOR COMPANY,Santa Fe Sport AWD,2.4,4,5,2015
,HYUNDAI MOTOR COMPANY,Santa Fe ULTIMATE AWD,3.3,6,6,2015
,HYUNDAI MOTOR COMPANY,Tucson AWD,2,4,5,2015
,HYUNDAI MOTOR COMPANY,Tucson AWD,2.4,4,6,2015
,INFINITI,QX60 AWD,3.5,6,6,2015
,INFINITI,QX70 AWD,3.7,6,6,2015
,Jeep,Cherokee 4X4,2.4,4,6,2015
,Jeep,Cherokee 4X4,2.4,4,6,2015
,Jeep,Cherokee 4X4,3.2,6,6,2015
,Jeep,Cherokee 4x4 Active Drive II,2.4,4,9,2015
,Jeep,Cherokee 4x4 Active Drive II,3.2,6,6,2015
,Jeep,Cherokee Trailhawk 4X4,2.4,4,8,2015
,Jeep,Cherokee Trailhawk 4X4,3.2,6,6,2015
,Jeep,Compass 4X4,2.4,4,6,2015
,Jeep,Compass 4X4,2.4,4,6,2015
,Jeep,Compass 4X4,2.4,4,6,2015
,Jeep,Patriot 4X4,2.4,4,6,2015
,Jeep,Patriot 4X4,2.4,4,6,2015
,Jeep,Patriot 4X4,2.4,4,7,2015
,Jeep,Renegade 4x4,1.4,4,7,2015
,Jeep,Renegade 4x4,2.4,4,7,2015
,Jeep,Wrangler 4X4,3.6,6,6,2015
,Jeep,Wrangler 4X4,3.6,6,6,2015
,Jeep,Wrangler Unlimited 4X4,3.6,6,6,2015
,Jeep,Wrangler Unlimited 4X4,3.6,6,1,2015
28.3,KIA MOTORS CORPORATION,Sorento AWD,2.4,4,1,2015
,KIA MOTORS CORPORATION,Sorento AWD,3.3,6,1,2015
,KIA MOTORS CORPORATION,Sportage AWD,2,4,1,2015
,KIA MOTORS CORPORATION,Sportage AWD,2.4,4,1,2015
,KIA MOTORS CORPORATION,Sportage SX AWD,2,4,5,2015
29.4,Land Rover,Discovery Sport,2,4,6,2015
,Land Rover,LR2,2,4,1,2015
,Land Rover,Range Rover Evoque,2,4,1,2015
,LEXUS,NX 200t AWD,2,4,6,2015
,LEXUS,NX 200t AWD F SPORT,2,4,1,2015
,LEXUS,NX 300h AWD,2.5,4,6,2015
,LEXUS,RX 350 AWD,3.5,6,5,2015
,LEXUS,RX 350 AWD,3.5,6,5,2015
,LEXUS,RX 450h AWD,3.5,6,1,2015
,Lincoln,MKC  AWD,2,4,5,2015
,Lincoln,MKC  AWD,2.3,4,1,2015
,Lincoln,MKX AWD,3.7,6,5,2015
,MAZDA,CX-5 4WD,2,4,6,2015
,MAZDA,CX-5 4WD,2.5,4,6,2015
,MAZDA,CX-9 4WD,3.7,6,6,2015
36.2,Mercedes-Benz,GLA 250 4MATIC,2,4,6,2015
36.2,Mercedes-Benz,GLA 250 4MATIC,2,4,6,2015
37.1,Mercedes-Benz,GLK 250 BLUETEC 4MATIC,2.1,4,6,2015
27.1,Mercedes-Benz,GLK 350 4MATIC,3.5,6,6,2015
27.2,Mercedes-Benz,GLK 350 4MATIC,3.5,6,6,2015
34.6,Mitsubishi Motors Corporation,OUTLANDER 4WD,2.4,4,6,2015
30.6,Mitsubishi Motors Corporation,OUTLANDER 4WD,3,6,6,2015
35.8,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,2,4,6,2015
32.7,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,2.4,4,6,2015
,NISSAN,PATHFINDER 4WD,3.5,6,6,2015
,NISSAN,PATHFINDER 4WD PLATINUM,3.5,6,6,2015
,NISSAN,ROGUE AWD,2.5,4,6,2015
,NISSAN,ROGUE SELECT AWD,2.5,4,6,2015
,NISSAN,XTERRA 4WD,4,6,6,2015
,NISSAN,XTERRA 4WD,4,6,8,2015
,Porsche,Macan S,3,6,8,2015
,Porsche,Macan Turbo,3.6,6,6,2015
,Subaru,FORESTER,2,4,6,2015
,Subaru,FORESTER,2.5,4,6,2015
,Subaru,FORESTER,2.5,4,6,2015
,Subaru,OUTBACK,2.5,4,6,2015
,Subaru,OUTBACK,3.6,6,6,2015
,Subaru,XV CROSSTREK,2,4,6,2015
,Subaru,XV CROSSTREK,2,4,6,2015
,Subaru,XV CROSSTREK HYBRID,2,4,6,2015
,TOYOTA,RAV4 AWD,2.5,4,6,2015
,TOYOTA,RAV4 Limited AWD,2.5,4,7,2015
,TOYOTA,VENZA 4WD,2.7,4,7,2015
,TOYOTA,VENZA 4WD,3.5,6,8,2015
29.6,Volkswagen,Tiguan 4Motion,2,4,8,2015
29.8,"Volvo Cars of North America, LLC",V60 CC AWD,2.5,5,6,2015
26.8,"Volvo Cars of North America, LLC",XC60 AWD,2.5,5,6,2015
25.5,"Volvo Cars of North America, LLC",XC60 AWD,3,6,7,2015
26.3,"Volvo Cars of North America, LLC",XC60 AWD,3.2,6,5,2015
25.5,"Volvo Cars of North America, LLC",XC70 AWD,3,6,5,2015
26.7,"Volvo Cars of North America, LLC",XC70 AWD,3.2,6,1,2015
,BMW,X5 sDrive35i,3,6,5,2015
,BMW,X6 sDrive35i,3,6,6,2015
,Buick,ENCLAVE FWD,3.6,6,6,2015
,Cadillac,ESCALADE 2WD,6.2,8,8,2015
,Cadillac,ESCALADE 2WD,6.2,8,8,2015
,Cadillac,ESCALADE ESV 2WD,6.2,8,8,2015
,Cadillac,ESCALADE ESV 2WD,6.2,8,8,2015
25.1,Cadillac,SRX,3.6,6,8,2015
,Chevrolet,C1500 SUBURBAN 2WD,5.3,8,8,2015
,Chevrolet,C1500 SUBURBAN 2WD,5.3,8,6,2015
,Chevrolet,C1500 TAHOE 2WD,5.3,8,8,2015
,Chevrolet,C1500 TAHOE 2WD,5.3,8,8,2015
,Chevrolet,TRAVERSE FWD,3.6,6,6,2015
,Dodge,Durango RWD,3.6,6,6,2015
,Dodge,Durango RWD,5.7,8,6,2015
,Ford,Expedition 2WD,3.5,6,6,2015
,Ford,Expedition EL 2WD,3.5,6,6,2015
,Ford,EXPLORER FFV 2WD,3.5,6,6,2015
,Ford,EXPLORER FWD,2,4,6,2015
,Ford,EXPLORER FWD,3.5,6,8,2015
,Ford,Flex FWD,3.5,6,8,2015
,GMC,ACADIA FWD,3.6,6,6,2015
,GMC,C1500 YUKON 2WD,5.3,8,6,2015
,GMC,C1500 YUKON 2WD,5.3,8,6,2015
,GMC,C1500 YUKON 2WD,6.2,8,6,2015
,GMC,C1500 YUKON 2WD,6.2,8,6,2015
,GMC,C1500 YUKON XL 2WD,5.3,8,6,2015
,GMC,C1500 YUKON XL 2WD,5.3,8,6,2015
,GMC,C1500 YUKON XL 2WD,6.2,8,6,2015
,GMC,C1500 YUKON XL 2WD,6.2,8,6,2015
,INFINITI,QX60 HYBRID FWD,2.5,4,6,2015
,INFINITI,QX80 2WD,5.6,8,6,2015
,Jeep,Grand Cherokee 4X2,3.6,6,7,2015
,Jeep,Grand Cherokee 4X2,5.7,8,7,2015
,Lincoln,MKT FWD,3.7,6,8,2015
,Lincoln,Navigator 2WD,3.5,6,8,2015
,Lincoln,Navigator L 2WD,3.5,6,8,2015
26.6,Mercedes-Benz,ML 350,3.5,6,8,2015
,NISSAN,ARMADA 2WD,5.6,8,8,2015
,NISSAN,ARMADA 2WD,5.6,8,8,2015
,NISSAN,PATHFINDER Hybrid 2WD,2.5,4,8,2015
,TOYOTA,4RUNNER 2WD,4,6,8,2015
,TOYOTA,SEQUOIA 2WD,5.7,8,8,2015
23.1,Audi,Q7,3,6,8,2015
,BMW,X5 M,4.4,8,8,2015
,BMW,X5 xDrive 35d,3,6,8,2015
,BMW,X5 xDrive35i,3,6,8,2015
,BMW,X5 xDrive50i,4.4,8,8,2015
,BMW,X6 M,4.4,8,6,2015
,BMW,X6 xDrive35i,3,6,6,2015
,BMW,X6 xDrive50i,4.4,8,6,2015
,Buick,ENCLAVE AWD,3.6,6,7,2015
,Cadillac,ESCALADE 4WD,6.2,8,7,2015
,Cadillac,ESCALADE 4WD,6.2,8,7,2015
,Cadillac,ESCALADE ESV 4WD,6.2,8,7,2015
,Cadillac,ESCALADE ESV 4WD,6.2,8,7,2015
23.9,Cadillac,SRX AWD,3.6,6,7,2015
,Chevrolet,K15 SILVERADO 4WD CAB CHASSIS,4.3,6,7,2015
,Chevrolet,K15 SILVERADO 4WD CAB CHASSIS,5.3,8,7,2015
,Chevrolet,K15 SILVERADO 4WD CAB CHASSIS,5.3,8,7,2015
,Chevrolet,K1500 SUBURBAN 4WD,5.3,8,7,2015
,Chevrolet,K1500 SUBURBAN 4WD,5.3,8,7,2015
,Chevrolet,K1500 TAHOE 4WD,5.3,8,5,2015
,Chevrolet,K1500 TAHOE 4WD,5.3,8,5,2015
,Chevrolet,TRAVERSE AWD,3.6,6,1,2015
,Dodge,Durango AWD,3.6,6,8,2015
,Dodge,Durango AWD,5.7,8,6,2015
,Ford,Expedition 4WD,3.5,6,8,2015
,Ford,Expedition EL 4WD,3.5,6,8,2015
,Ford,EXPLORER AWD,3.5,6,8,2015
,Ford,EXPLORER AWD,3.5,6,8,2015
,Ford,EXPLORER FFV AWD,3.5,6,8,2015
,Ford,FLEX AWD,3.5,6,8,2015
,Ford,FLEX AWD,3.5,6,5,2015
,GMC,ACADIA AWD,3.6,6,5,2015
,GMC,K1500 YUKON 4WD,5.3,8,6,2015
,GMC,K1500 YUKON 4WD,5.3,8,6,2015
,GMC,K1500 YUKON 4WD,6.2,8,6,2015
,GMC,K1500 YUKON 4WD,6.2,8,6,2015
,GMC,K1500 YUKON XL 4WD,5.3,8,6,2015
,GMC,K1500 YUKON XL 4WD,5.3,8,6,2015
,GMC,K1500 YUKON XL 4WD,6.2,8,8,2015
,GMC,K1500 YUKON XL 4WD,6.2,8,8,2015
,INFINITI,QX60 HYBRID AWD,2.5,4,8,2015
,INFINITI,QX80 4WD,5.6,8,6,2015
,INFINITI,QX80 4WD (over 6000 lbs curb weight),5.6,8,7,2015
,Jeep,Grand Cherokee 4X4,3.6,6,7,2015
,Jeep,Grand Cherokee 4X4,5.7,8,5,2015
,Jeep,Grand Cherokee SRT8 4x4,6.4,8,5,2015
21.3,Land Rover,Land Rover LR4,3,6,6,2015
,Land Rover,Range Rover,3,6,6,2015
,Land Rover,Range Rover FFV,5,8,6,2015
,Land Rover,Range Rover L FFV,5,8,6,2015
,Land Rover,Range Rover LWB,3,6,6,2015
,Land Rover,Range Rover Sport,3,6,6,2015
,Land Rover,Range Rover Sport,5,8,8,2015
,Land Rover,Range Rover Sport FFV,5,8,8,2015
,LEXUS,GX 460,4.6,8,8,2015
,LEXUS,LX 570,5.7,8,6,2015
,Lincoln,MKT AWD,3.5,6,7,2015
,Lincoln,Navigator 4WD,3.5,6,7,2015
,Lincoln,Navigator L 4WD,3.5,6,5,2015
16.7,Mercedes-Benz,G 550,5.5,8,5,2015
17.2,Mercedes-Benz,G 63 AMG,5.5,8,6,2015
28.6,Mercedes-Benz,GL 350 BLUETEC 4MATIC,3,6,6,2015
24.2,Mercedes-Benz,GL 450 4MATIC,3,6,6,2015
19.6,Mercedes-Benz,GL 550 4MATIC,4.7,8,6,2015
19.3,Mercedes-Benz,GL 63 AMG,5.5,8,6,2015
34.8,Mercedes-Benz,ML 250 BLUETEC 4MATIC,2.1,4,6,2015
25.4,Mercedes-Benz,ML 350 4MATIC,3.5,6,8,2015
25.4,Mercedes-Benz,ML 350 4MATIC,3.5,6,8,2015
25.6,Mercedes-Benz,ML 400 4MATIC,3,6,8,2015
19.9,Mercedes-Benz,ML 63 AMG,5.5,8,6,2015
,NISSAN,ARMADA 4WD,5.6,8,7,2015
,NISSAN,ARMADA 4WD,5.6,8,7,2015
,NISSAN,PATHFINDER Hybrid 4WD,2.5,4,5,2015
,Porsche,Cayenne S,3.6,6,5,2015
,Porsche,Cayenne Turbo,4.8,8,6,2015
,TOYOTA,4RUNNER 4WD,4,6,6,2015
,TOYOTA,4RUNNER 4WD,4,6,6,2015
,TOYOTA,HIGHLANDER AWD,3.5,6,6,2015
,TOYOTA,HIGHLANDER HYBRID AWD,3.5,6,6,2015
,TOYOTA,HIGHLANDER HYBRID AWD LE Plus,3.5,6,6,2015
,TOYOTA,LAND CRUISER WAGON 4WD,5.7,8,8,2015
,TOYOTA,SEQUOIA 4WD,5.7,8,8,2015
,TOYOTA,SEQUOIA 4WD FFV,5.7,8,8,2015
25,Volkswagen,Touareg,3.6,6,6,2015
28.2,Volkswagen,Touareg Hybrid,3,6,7,2015
20.7,"Roush Industries, Inc.",Roush Stage 3 Mustang,5,8,7,2015
19.7,"Roush Industries, Inc.",Roush Stage 3 Mustang,5,8,5,2015
23.1,Mercedes-Benz,S 63 AMG 4MATIC,5.5,8,5,2015
,Mobility Ventures LLC,MV-1,3.7,6,6,2015
20.7,Aston Martin Lagonda Ltd,V8 Vantage,4.7,8,7,2014
19.6,Aston Martin Lagonda Ltd,V8 Vantage,4.7,8,6,2014
20.7,Aston Martin Lagonda Ltd,V8 Vantage S,4.7,8,7,2014
19.6,Aston Martin Lagonda Ltd,V8 Vantage S,4.7,8,6,2014
20.8,Audi,R8,4.2,8,7,2014
17.2,Audi,R8,4.2,8,6,2014
19.6,Audi,R8,5.2,10,7,2014
17,Audi,R8,5.2,10,6,2014
20.8,Audi,R8 Spyder,4.2,8,7,2014
17.2,Audi,R8 Spyder,4.2,8,6,2014
19.6,Audi,R8 Spyder,5.2,10,7,2014
16.8,Audi,R8 Spyder,5.2,10,6,2014
33.2,Audi,TT Roadster quattro,2,4,6,2014
34.4,BMW,Z4 sDrive28i,2,4,8,2014
34.9,BMW,Z4 sDrive28i,2,4,6,2014
25.5,BMW,Z4 sDrive35i,3,6,7,2014
28.1,BMW,Z4 sDrive35i,3,6,6,2014
25.5,BMW,Z4 sDrive35is,3,6,7,2014
12.6,Bugatti,Veyron,8,16,7,2014
25.4,Chevrolet,CORVETTE,6.2,8,6,2014
27.4,Chevrolet,CORVETTE,6.2,8,7,2014
18.5,"Ferrari North America, Inc.",458 Italia,4.5,8,7,2014
18.8,"Ferrari North America, Inc.",458 Italia,4.5,8,7,2014
18.5,"Ferrari North America, Inc.",458 Speciale,4.5,8,7,2014
18.8,"Ferrari North America, Inc.",458 Speciale,4.5,8,7,2014
18.5,"Ferrari North America, Inc.",458 Spider,4.5,8,7,2014
18.8,"Ferrari North America, Inc.",458 Spider,4.5,8,7,2014
17,"Ferrari North America, Inc.",F12,6.3,12,7,2014
17.3,"Ferrari North America, Inc.",F12,6.3,12,7,2014
51.4,Honda,CR-Z,1.5,4,7,2014
46.4,Honda,CR-Z,1.5,4,6,2014
30.1,Jaguar,F-TYPE Convertible,3,6,8,2014
29.2,Jaguar,F-TYPE S Convertible,3,6,8,2014
23.9,Jaguar,F-TYPE V8 S Convertible,5,8,8,2014
16.4,Lamborghini,Aventador Coupe,6.5,12,7,2014
14.5,Lamborghini,Aventador Roadster,6.5,12,7,2014
15.8,Lamborghini,Aventador Veneno Coupe,6.5,12,7,2014
19.4,Lamborghini,Gallardo Coupe,5.2,10,6,2014
17.4,Lamborghini,Gallardo Coupe,5.2,10,6,2014
19.3,Lamborghini,Gallardo Spyder,5.2,10,6,2014
16.1,Lamborghini,Gallardo Spyder,5.2,10,6,2014
30.8,MAZDA,MX-5,2,4,6,2014
32.6,MAZDA,MX-5,2,4,5,2014
31.5,MAZDA,MX-5,2,4,6,2014
23.9,McLaren Automotive Limted,MP4-12C Coupe,3.8,8,7,2014
23.9,McLaren Automotive Limted,MP4-12C Spider,3.8,8,7,2014
26.4,Mercedes-Benz,SL 550,4.7,8,7,2014
24.1,Mercedes-Benz,SL 63 AMG,5.5,8,7,2014
21.4,Mercedes-Benz,SL 65 AMG,6,12,7,2014
35,Mercedes-Benz,SLK 250,1.8,4,7,2014
34.6,Mercedes-Benz,SLK 250,1.8,4,6,2014
31.9,Mercedes-Benz,SLK 350,3.5,6,7,2014
28.9,Mercedes-Benz,SLK 55 AMG,5.5,8,7,2014
18.4,Mercedes-Benz,SLS AMG Black Series Coupe,6.2,8,7,2014
19.4,Mercedes-Benz,SLS AMG Coupe,6.2,8,7,2014
19.4,Mercedes-Benz,SLS AMG GT Coupe,6.2,8,7,2014
19.4,Mercedes-Benz,SLS AMG GT Roadster,6.2,8,7,2014
19.4,Mercedes-Benz,SLS AMG Roadster,6.2,8,7,2014
50.6,Mercedes-Benz,Smart fortwo (Convertible),1,3,5,2014
50.6,Mercedes-Benz,Smart fortwo (COUPE),1,3,5,2014
40,Mini,Mini Cooper Clubvan,1.6,4,6,2014
41.2,Mini,Mini Cooper Clubvan,1.6,4,6,2014
41.8,Mini,Mini Cooper Coupe,1.6,4,6,2014
44.1,Mini,Mini Cooper Coupe,1.6,4,6,2014
40,Mini,Mini Cooper Roadster,1.6,4,6,2014
41.2,Mini,Mini Cooper Roadster,1.6,4,6,2014
40,Mini,Mini Cooper S Coupe,1.6,4,6,2014
39.7,Mini,Mini Cooper S Coupe,1.6,4,6,2014
40,Mini,Mini Cooper S Roadster,1.6,4,6,2014
39.7,Mini,Mini Cooper S Roadster,1.6,4,6,2014
40,Mini,Mini John Cooper Works Coupe,1.6,4,6,2014
39.7,Mini,Mini John Cooper Works Coupe,1.6,4,6,2014
40,Mini,Mini John Cooper Works Roadster,1.6,4,6,2014
39.7,Mini,Mini John Cooper Works Roadster,1.6,4,6,2014
28.4,NISSAN,370Z,3.7,6,7,2014
27.1,NISSAN,370Z,3.7,6,6,2014
27.1,NISSAN,370Z Roadster,3.7,6,7,2014
26.2,NISSAN,370Z Roadster,3.7,6,6,2014
21.8,Porsche,911 GT3,3.8,6,7,2014
33.9,Porsche,Boxster,2.7,6,7,2014
31.4,Porsche,Boxster,2.7,6,6,2014
31.8,Porsche,Boxster S,3.4,6,7,2014
31.8,Porsche,Boxster S,3.4,6,6,2014
33.9,Porsche,Cayman,2.7,6,7,2014
31.4,Porsche,Cayman,2.7,6,6,2014
31.8,Porsche,Cayman S,3.4,6,7,2014
31.8,Porsche,Cayman S,3.4,6,6,2014
17.9,SRT,Viper,8.4,10,6,2014
19.5,Aston Martin Lagonda Ltd,DB9,5.9,12,6,2014
19.5,Aston Martin Lagonda Ltd,Vanquish,5.9,12,6,2014
20,"Ferrari North America, Inc.",Ferrari California,4.3,8,7,2014
20.3,"Ferrari North America, Inc.",Ferrari California,4.3,8,7,2014
40.3,FIAT,500,1.4,4,6,2014
40.8,FIAT,500,1.4,4,5,2014
46.4,FIAT,500,1.4,4,5,2014
40.8,FIAT,500 Abarth,1.4,4,5,2014
24.2,Jaguar,XK,5,8,6,2014
22.8,Jaguar,XK,5,8,6,2014
23.5,Jaguar,XK Convertible,5,8,6,2014
22.5,Jaguar,XK Convertible,5,8,6,2014
28.4,Lotus Cars Ltd,Evora,3.5,6,6,2014
