Model_year,Mfr_name,Division,Carline,Verify_mfr_cd,Index,Eng_displ
2017,FCA US LLC,Jeep,Cherokee 4X4,CRX,718,3.2
2017,FCA US LLC,Jeep,Cherokee 4x4 Active Drive II,CRX,514,2.4
2017,FCA US LLC,Jeep,Cherokee 4x4 Active Drive II,CRX,720,3.2
2017,FCA US LLC,Jeep,Cherokee Trailhawk 4X4,CRX,515,2.4
2017,FCA US LLC,Jeep,Cherokee Trailhawk 4X4,CRX,722,3.2
2017,FCA US LLC,Jeep,Compass 4X4,CRX,697,2.4
2017,FCA US LLC,Jeep,Compass 4X4,CRX,685,2.4
2017,FCA US LLC,Jeep,Compass 4X4,CRX,698,2.4
2017,FCA US LLC,Jeep,New Compass 4X4,CRX,776,2.4
2017,FCA US LLC,Jeep,New Compass 4X4,CRX,777,2.4
2017,FCA US LLC,Jeep,Patriot 4X4,CRX,682,2.4
2017,FCA US LLC,Jeep,Patriot 4X4,CRX,773,2.4
2017,FCA US LLC,Jeep,Patriot 4X4,CRX,684,2.4
2017,FCA US LLC,Jeep,Renegade 4x4,CRX,506,1.4
2017,FCA US LLC,Jeep,Renegade 4x4,CRX,507,2.4
2017,FCA US LLC,Jeep,Wrangler 4X4,CRX,508,3.6
2017,FCA US LLC,Jeep,Wrangler 4X4,CRX,509,3.6
2017,FCA US LLC,Jeep,Wrangler Unlimited 4X4,CRX,510,3.6
2017,FCA US LLC,Jeep,Wrangler Unlimited 4X4,CRX,511,3.6
2017,Kia,KIA MOTORS CORPORATION,Sorento AWD,KMX,10,2
2017,Kia,KIA MOTORS CORPORATION,Sorento AWD,KMX,12,2.4
2017,Kia,KIA MOTORS CORPORATION,Sorento AWD,KMX,14,3.3
2017,Kia,KIA MOTORS CORPORATION,Sorento AWD FE,KMX,15,3.3
2017,Kia,KIA MOTORS CORPORATION,Sportage AWD,KMX,5,2
2017,Kia,KIA MOTORS CORPORATION,Sportage AWD,KMX,1,2.4
2017,Kia,KIA MOTORS CORPORATION,Sportage FE AWD,KMX,3,2.4
2017,Jaguar Land Rover L,Land Rover,Discovery Sport,JLX,15,2
2017,Jaguar Land Rover L,Land Rover,Range Rover Evoque,JLX,70,2
2017,Jaguar Land Rover L,Land Rover,Range Rover Evoque Cabriolet,JLX,71,2
2017,Toyota,LEXUS,NX 200t AWD,TYX,74,2
2017,Toyota,LEXUS,NX 200t AWD F SPORT,TYX,75,2
2017,Toyota,LEXUS,NX 300h AWD,TYX,82,2.5
2017,Toyota,LEXUS,RX 350 AWD,TYX,24,3.5
2017,Ford Motor Company,Lincoln,MKC  AWD,FMX,142,2
2017,Ford Motor Company,Lincoln,MKC  AWD,FMX,134,2
2017,Ford Motor Company,Lincoln,MKC  AWD,FMX,133,2.3
2017,Ford Motor Company,Lincoln,MKX AWD,FMX,261,2.7
2017,Ford Motor Company,Lincoln,MKX AWD,FMX,262,3.7
2017,MAZDA,MAZDA,CX-5 4WD,TKX,23,2.5
2017,MAZDA,MAZDA,CX-9 4WD,TKX,21,2.5
2017,Mercedes-Benz,Mercedes-Benz,AMG GLC 43 4MATIC,MBX,310,3
2017,Mercedes-Benz,Mercedes-Benz,AMG GLC 43 4MATIC (coupe),MBX,311,3
2017,Mercedes-Benz,Mercedes-Benz,GLA 250 4MATIC,MBX,35,2
2017,Mercedes-Benz,Mercedes-Benz,GLA 250 4MATIC,MBX,505,2
2017,Mercedes-Benz,Mercedes-Benz,GLC 300 4MATIC,MBX,112,2
2017,Mercedes-Benz,Mercedes-Benz,GLC 300 4MATIC (Coupe),MBX,130,2
2017,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER 4WD,MTX,212,2.4
2017,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER 4WD,MTX,214,3
2017,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,MTX,224,2
2017,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,MTX,226,2.4
2017,Nissan,NISSAN,PATHFINDER 4WD,NSX,592,3.5
2017,Nissan,NISSAN,PATHFINDER 4WD PLATINUM,NSX,593,3.5
2017,Nissan,NISSAN,ROGUE AWD,NSX,82,2.5
2017,Nissan,NISSAN,ROGUE AWD Hybrid,NSX,783,2
2017,Porsche,Porsche,Macan,PRX,301,2
2017,Porsche,Porsche,Macan GTS,PRX,312,3
2017,Porsche,Porsche,Macan S,PRX,311,3
2017,Porsche,Porsche,Macan Turbo,PRX,321,3.6
2017,Porsche,Porsche,Macan Turbo Kit,PRX,323,3.6
2017,Subaru,Subaru,CROSSTREK,FJX,15,2
2017,Subaru,Subaru,CROSSTREK,FJX,14,2
2017,Subaru,Subaru,FORESTER,FJX,20,2
2017,Subaru,Subaru,FORESTER,FJX,18,2.5
2017,Subaru,Subaru,FORESTER,FJX,16,2.5
2017,Subaru,Subaru,OUTBACK,FJX,19,2.5
2017,Subaru,Subaru,OUTBACK,FJX,21,3.6
2017,Toyota,TOYOTA,RAV4 AWD,TYX,94,2.5
2017,Toyota,TOYOTA,RAV4 HYBRID AWD,TYX,107,2.5
2017,Toyota,TOYOTA,RAV4 Limited AWD/SE AWD,TYX,95,2.5
2017,Volkswagen Group of,Volkswagen,Tiguan 4Motion,VGA,20,2
2017,Volvo,"Volvo Cars of North America, LLC",XC60 AWD,VVX,114,2
2017,Volvo,"Volvo Cars of North America, LLC",XC60 AWD,VVX,99,2
2017,BMW,BMW,X5 sDrive35i,BMX,574,3
2017,BMW,BMW,X6 sDrive35i,BMX,674,3
2017,General Motors,Buick,ENCLAVE FWD,GMX,551,3.6
2017,General Motors,Cadillac,ESCALADE 2WD,GMX,566,6.2
2017,General Motors,Chevrolet,C1500 SUBURBAN 2WD,GMX,625,5.3
2017,General Motors,Chevrolet,C1500 SUBURBAN 2WD,GMX,598,5.3
2017,General Motors,Chevrolet,C1500 TAHOE 2WD,GMX,624,5.3
2017,General Motors,Chevrolet,C1500 TAHOE 2WD,GMX,597,5.3
2017,General Motors,Chevrolet,TRAVERSE FWD,GMX,552,3.6
2017,FCA US LLC,Dodge,Durango RWD,CRX,764,3.6
2017,FCA US LLC,Dodge,Durango RWD,CRX,503,5.7
2017,Ford Motor Company,Ford,Expedition 2WD,FMX,245,3.5
2017,Ford Motor Company,Ford,Expedition EL 2WD,FMX,249,3.5
2017,Ford Motor Company,Ford,EXPLORER FFV 2WD,FMX,201,3.5
2017,Ford Motor Company,Ford,EXPLORER FWD,FMX,197,2.3
2017,Ford Motor Company,Ford,EXPLORER FWD,FMX,199,3.5
2017,Ford Motor Company,Ford,Flex FWD,FMX,266,3.5
2017,General Motors,GMC,ACADIA FWD,GMX,512,2.5
2017,General Motors,GMC,ACADIA FWD,GMX,518,3.6
2017,General Motors,GMC,ACADIA LIMITED FWD,GMX,553,3.6
2017,General Motors,GMC,C1500 YUKON 2WD,GMX,627,5.3
2017,General Motors,GMC,C1500 YUKON 2WD,GMX,601,5.3
2017,General Motors,GMC,C1500 YUKON 2WD,GMX,569,6.2
2017,General Motors,GMC,C1500 YUKON XL 2WD,GMX,628,5.3
2017,General Motors,GMC,C1500 YUKON XL 2WD,GMX,602,5.3
2017,General Motors,GMC,C1500 YUKON XL 2WD,GMX,570,6.2
2017,Nissan,INFINITI,QX60 FWD Hybrid,NSX,691,2.5
2017,Nissan,INFINITI,QX80 2WD,NSX,381,5.6
2017,FCA US LLC,Jeep,Grand Cherokee 4X2,CRX,756,3.6
2017,Ford Motor Company,Lincoln,MKT FWD,FMX,271,3.7
2017,Ford Motor Company,Lincoln,Navigator 2WD,FMX,246,3.5
2017,Ford Motor Company,Lincoln,Navigator L 2WD,FMX,251,3.5
2017,Mercedes-Benz,Mercedes-Benz,GLE 350,MBX,401,3.5
2017,Nissan,NISSAN,ARMADA 2WD,NSX,282,5.6
2017,Toyota,TOYOTA,4RUNNER 2WD,TYX,68,4
2017,Toyota,TOYOTA,SEQUOIA 2WD,TYX,11,5.7
2017,Volvo,"Volvo Cars of North America, LLC",XC90 FWD,VVX,50,2
2017,Volkswagen Group of,Audi,Q7,VGA,6,2
2017,Volkswagen Group of,Audi,Q7,VGA,1,3
2017,Volkswagen Group of,Bentley,Bentayga,VGA,78,6
2017,BMW,BMW,X5 M,BMX,590,4.4
2017,BMW,BMW,X5 xDrive 35d,BMX,570,3
2017,BMW,BMW,X5 xDrive35i,BMX,571,3
2017,BMW,BMW,X5 xDrive50i,BMX,572,4.4
2017,BMW,BMW,X6 M,BMX,690,4.4
2017,BMW,BMW,X6 xDrive35i,BMX,671,3
2017,BMW,BMW,X6 xDrive50i,BMX,672,4.4
2017,General Motors,Buick,ENCLAVE AWD,GMX,559,3.6
2017,General Motors,Cadillac,ESCALADE 4WD,GMX,572,6.2
2017,General Motors,Chevrolet,K1500 SUBURBAN 4WD,GMX,633,5.3
2017,General Motors,Chevrolet,K1500 SUBURBAN 4WD,GMX,590,5.3
2017,General Motors,Chevrolet,K1500 TAHOE 4WD,GMX,632,5.3
2017,General Motors,Chevrolet,K1500 TAHOE 4WD,GMX,589,5.3
2017,General Motors,Chevrolet,TRAVERSE AWD,GMX,560,3.6
2017,FCA US LLC,Dodge,Durango AWD,CRX,765,3.6
2017,FCA US LLC,Dodge,Durango AWD,CRX,504,5.7
2017,Ford Motor Company,Ford,Expedition 4WD,FMX,248,3.5
2017,Ford Motor Company,Ford,Expedition EL 4WD,FMX,250,3.5
2017,Ford Motor Company,Ford,EXPLORER AWD,FMX,196,2.3
2017,Ford Motor Company,Ford,EXPLORER AWD,FMX,202,3.5
2017,Ford Motor Company,Ford,EXPLORER AWD,FMX,198,3.5
2017,Ford Motor Company,Ford,EXPLORER FFV AWD,FMX,200,3.5
2017,Ford Motor Company,Ford,FLEX AWD,FMX,267,3.5
2017,Ford Motor Company,Ford,FLEX AWD,FMX,265,3.5
2017,General Motors,GMC,ACADIA AWD,GMX,513,2.5
2017,General Motors,GMC,ACADIA AWD,GMX,527,3.6
2017,General Motors,GMC,ACADIA LIMITED AWD,GMX,561,3.6
2017,General Motors,GMC,K1500 YUKON 4WD,GMX,636,5.3
2017,General Motors,GMC,K1500 YUKON 4WD,GMX,594,5.3
2017,General Motors,GMC,K1500 YUKON 4WD,GMX,575,6.2
2017,General Motors,GMC,K1500 YUKON XL 4WD,GMX,635,5.3
2017,General Motors,GMC,K1500 YUKON XL 4WD,GMX,593,5.3
2017,General Motors,GMC,K1500 YUKON XL 4WD,GMX,574,6.2
2017,Nissan,INFINITI,QX60 AWD Hybrid,NSX,692,2.5
2017,Nissan,INFINITI,QX80 4WD,NSX,382,5.6
2017,FCA US LLC,Jeep,Grand Cherokee 4X4,CRX,761,3.6
2017,FCA US LLC,Jeep,Grand Cherokee 4X4,CRX,516,5.7
2017,FCA US LLC,Jeep,Grand Cherokee SRT 4x4,CRX,730,6.4
2017,Jaguar Land Rover L,Land Rover,Range Rover,JLX,28,3
2017,Jaguar Land Rover L,Land Rover,Range Rover,JLX,24,3
2017,Jaguar Land Rover L,Land Rover,Range Rover,JLX,20,5
2017,Jaguar Land Rover L,Land Rover,Range Rover LWB,JLX,21,5
2017,Jaguar Land Rover L,Land Rover,Range Rover Sport,JLX,44,3
2017,Jaguar Land Rover L,Land Rover,Range Rover Sport,JLX,42,3
2017,Jaguar Land Rover L,Land Rover,Range Rover Sport,JLX,40,5
2017,Toyota,LEXUS,GX 460,TYX,3,4.6
2017,Toyota,LEXUS,LX 570,TYX,38,5.7
2017,Toyota,LEXUS,RX 450h AWD,TYX,85,3.5
2017,Ford Motor Company,Lincoln,MKT AWD,FMX,268,3.5
2017,Ford Motor Company,Lincoln,Navigator 4WD,FMX,247,3.5
2017,Ford Motor Company,Lincoln,Navigator L 4WD,FMX,252,3.5
2017,Maserati,MASERATI,LEVANTE,MAX,41,3
2017,Maserati,MASERATI,LEVANTE S,MAX,40,3
2017,Mercedes-Benz,Mercedes-Benz,AMG G 63,MBX,440,5.5
2017,Mercedes-Benz,Mercedes-Benz,AMG G 65,MBX,441,6
2017,Mercedes-Benz,Mercedes-Benz,AMG GLE 43 4MATIC,MBX,270,3
2017,Mercedes-Benz,Mercedes-Benz,AMG GLE 43 4MATIC (coupe),MBX,271,3
2017,Mercedes-Benz,Mercedes-Benz,AMG GLE 63,MBX,406,5.5
2017,Mercedes-Benz,Mercedes-Benz,AMG GLE 63 S,MBX,272,5.5
2017,Mercedes-Benz,Mercedes-Benz,AMG GLE 63 S (coupe),MBX,274,5.5
2017,Mercedes-Benz,Mercedes-Benz,AMG GLS 63,MBX,424,5.5
2017,Mercedes-Benz,Mercedes-Benz,G 550,MBX,435,4
2017,Mercedes-Benz,Mercedes-Benz,G 550 4x4 (Special Off-Road Model),MBX,436,4
2017,Mercedes-Benz,Mercedes-Benz,GLE 350 4MATIC,MBX,821,3.5
2017,Mercedes-Benz,Mercedes-Benz,GLE 350 4MATIC,MBX,402,3.5
2017,Mercedes-Benz,Mercedes-Benz,GLE 400 4MATIC,MBX,408,3
2017,Mercedes-Benz,Mercedes-Benz,GLS 450 4MATIC,MBX,421,3
2017,Mercedes-Benz,Mercedes-Benz,GLS 550 4MATIC,MBX,423,4.7
2017,Nissan,NISSAN,ARMADA 4WD,NSX,283,5.6
2017,Porsche,Porsche,Cayenne,PRX,401,3.6
2017,Porsche,Porsche,Cayenne GTS,PRX,412,3.6
2017,Porsche,Porsche,Cayenne Platinum,PRX,402,3.6
2017,Porsche,Porsche,Cayenne S,PRX,411,3.6
2017,Porsche,Porsche,Cayenne Turbo,PRX,421,4.8
2017,Porsche,Porsche,Cayenne Turbo S,PRX,422,4.8
2017,Toyota,TOYOTA,4RUNNER 4WD,TYX,69,4
2017,Toyota,TOYOTA,4RUNNER 4WD,TYX,207,4
2017,Toyota,TOYOTA,HIGHLANDER AWD,TYX,103,3.5
2017,Toyota,TOYOTA,HIGHLANDER AWD,TYX,104,3.5
2017,Toyota,TOYOTA,HIGHLANDER AWD LE,TYX,114,3.5
2017,Toyota,TOYOTA,HIGHLANDER HYBRID AWD,TYX,105,3.5
2017,Toyota,TOYOTA,HIGHLANDER HYBRID AWD LE Plus,TYX,106,3.5
2017,Toyota,TOYOTA,LAND CRUISER WAGON 4WD,TYX,37,5.7
2017,Toyota,TOYOTA,SEQUOIA 4WD,TYX,12,5.7
2017,Toyota,TOYOTA,SEQUOIA 4WD FFV,TYX,8,5.7
2017,Volkswagen Group of,Volkswagen,Touareg,VGA,46,3.6
2017,Volvo,"Volvo Cars of North America, LLC",XC90 AWD,VVX,53,2
2017,Volvo,"Volvo Cars of North America, LLC",XC90 AWD,VVX,52,2
