OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
1011810,9b169eab,12/22/2015 02:25:00 PM,Tuesday,Dec,22,2015,14,12,22,2015,GRAND LARCENY,FELONY,A,63,BROOKLYN,N.Y. POLICE DEPT,1006189,161784,"(40.6107171290001, -73.9209852829999)"
1011811,d2258a6c,12/22/2015 02:25:00 PM,Tuesday,Dec,22,2015,14,12,23,2015,FELONY ASSAULT,FELONY,G,44,BRONX,N.Y. POLICE DEPT,1006411,241171,"(40.828614599, -73.9199243589999)"
1011812,dc3f765e,12/22/2015 02:30:00 PM,Tuesday,Dec,22,2015,14,12,22,2015,BURGLARY,FELONY,G,108,QUEENS,N.Y. POLICE DEPT,1007969,210509,"(40.7444515890001, -73.9144029079999)"
1011813,6a9b8bb2,12/22/2015 02:40:00 PM,Tuesday,Dec,22,2015,14,12,22,2015,ROBBERY,FELONY,K,75,BROOKLYN,N.Y. POLICE DEPT,1016857,180515,"(40.662096863, -73.8824726239999)"
1011814,d0bda5f,12/22/2015 02:55:00 PM,Tuesday,Dec,22,2015,14,12,22,2015,ROBBERY,FELONY,A,71,BROOKLYN,N.Y. POLICE DEPT,995443,183750,"(40.671029183, -73.9596519519999)"
1011815,175d7b2a,12/22/2015 03:00:00 PM,Tuesday,Dec,22,2015,15,12,22,2015,GRAND LARCENY,FELONY,A,67,BROOKLYN,N.Y. POLICE DEPT,999575,176482,"(40.651073938, -73.944773083)"
1011816,ffd61300,12/22/2015 03:00:00 PM,Tuesday,Dec,22,2015,15,12,24,2015,GRAND LARCENY,FELONY,H,94,BROOKLYN,N.Y. TRANSIT POLICE,995969,200806,"(40.717843272, -73.957726112)"
1011817,e69124d2,12/22/2015 03:00:00 PM,Tuesday,Dec,22,2015,15,12,22,2015,GRAND LARCENY,FELONY,A,44,BRONX,N.Y. POLICE DEPT,1006539,244510,"(40.837778868, -73.9194507459999)"
1011818,2c756a19,12/22/2015 03:05:00 PM,Tuesday,Dec,22,2015,15,12,22,2015,ROBBERY,FELONY,H,115,QUEENS,N.Y. POLICE DEPT,1019192,214334,"(40.7549130190001, -73.873880851)"
1011819,19b9fcb9,12/22/2015 03:30:00 PM,Tuesday,Dec,22,2015,15,12,30,2015,ROBBERY,FELONY,E,88,BROOKLYN,N.Y. POLICE DEPT,993388,187654,"(40.6817471430001, -73.967054699)"
1011820,3812e186,12/22/2015 03:30:00 PM,Tuesday,Dec,22,2015,15,12,22,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,113,QUEENS,N.Y. POLICE DEPT,1050662,193847,"(40.6985010280001, -73.760494794)"
1011821,82cba0ce,12/22/2015 03:30:00 PM,Tuesday,Dec,22,2015,15,12,22,2015,GRAND LARCENY,FELONY,H,14,MANHATTAN,N.Y. TRANSIT POLICE,987078,215157,"(40.757240531, -73.9897936369999)"
1011822,18ba308d,12/22/2015 03:30:00 PM,Tuesday,Dec,22,2015,15,12,22,2015,ROBBERY,FELONY,A,43,BRONX,N.Y. POLICE DEPT,1023617,238013,"(40.819886867, -73.8577703939999)"
1011823,b6c6584c,12/22/2015 03:40:00 PM,Tuesday,Dec,22,2015,15,12,22,2015,GRAND LARCENY,FELONY,E,67,BROOKLYN,N.Y. POLICE DEPT,1008805,177368,"(40.653485033, -73.911506725)"
1011824,cf626152,12/22/2015 03:40:00 PM,Tuesday,Dec,22,2015,15,12,22,2015,ROBBERY,FELONY,I,77,BROOKLYN,N.Y. POLICE DEPT,1002762,185415,"(40.675586955, -73.933263224)"
1011825,100198da,12/22/2015 03:45:00 PM,Tuesday,Dec,22,2015,15,12,22,2015,GRAND LARCENY,FELONY,J,28,MANHATTAN,N.Y. POLICE DEPT,997381,234039,"(40.8090573060001, -73.9525675249999)"
1011826,29a871ad,12/22/2015 04:00:00 PM,Tuesday,Dec,22,2015,16,12,23,2015,ROBBERY,FELONY,H,81,BROOKLYN,N.Y. POLICE DEPT,1003656,187150,"(40.6803472230001, -73.930035241)"
1011827,90450aaf,12/22/2015 04:00:00 PM,Tuesday,Dec,22,2015,16,12,23,2015,GRAND LARCENY,FELONY,E,1,MANHATTAN,N.Y. POLICE DEPT,980056,198401,"(40.7112488860001, -74.0151294619999)"
1012048,8f5db00e,12/22/2015 04:00:00 PM,Tuesday,Dec,22,2015,16,12,22,2015,GRAND LARCENY,FELONY,E,109,QUEENS,N.Y. POLICE DEPT,1030234,215251,"(40.757379417, -73.834019371)"
1012049,b9b6a508,12/22/2015 04:00:00 PM,Tuesday,Dec,22,2015,16,12,22,2015,GRAND LARCENY,FELONY,J,24,MANHATTAN,N.Y. POLICE DEPT,991683,230221,"(40.798584573, -73.973154989)"
1012050,c376f668,12/22/2015 04:00:00 PM,Tuesday,Dec,22,2015,16,12,22,2015,BURGLARY,FELONY,K,24,MANHATTAN,N.Y. POLICE DEPT,992953,231015,"(40.8007627270001, -73.968566982)"
1012051,35a35a0e,12/22/2015 04:00:00 PM,Tuesday,Dec,22,2015,16,12,22,2015,FELONY ASSAULT,FELONY,A,33,MANHATTAN,N.Y. POLICE DEPT,1001475,243456,"(40.834897272, -73.937754347)"
1012052,9f0bf2d4,12/22/2015 04:10:00 PM,Tuesday,Dec,22,2015,16,12,22,2015,GRAND LARCENY,FELONY,A,110,QUEENS,N.Y. POLICE DEPT,1017325,209473,"(40.7415779880001, -73.880643548)"
1012053,e6e3ff3c,12/22/2015 04:15:00 PM,Tuesday,Dec,22,2015,16,12,22,2015,GRAND LARCENY,FELONY,H,18,MANHATTAN,N.Y. POLICE DEPT,989136,219061,"(40.7679551100001, -73.982362342)"
1012054,4ca1a326,12/22/2015 04:19:00 PM,Tuesday,Dec,22,2015,16,12,22,2015,ROBBERY,FELONY,B,17,MANHATTAN,N.Y. POLICE DEPT,989936,211333,"(40.746743241, -73.97948077)"
1012055,4263a8ec,12/22/2015 04:20:00 PM,Tuesday,Dec,22,2015,16,12,22,2015,FELONY ASSAULT,FELONY,N,52,BRONX,N.Y. POLICE DEPT,1018385,259600,"(40.8791585160001, -73.876563429)"
1012056,af89a2ed,12/22/2015 04:25:00 PM,Tuesday,Dec,22,2015,16,12,22,2015,BURGLARY,FELONY,D,105,QUEENS,N.Y. POLICE DEPT,1058887,184419,"(40.6725578940001, -73.730936963)"
1012057,45f387fc,12/22/2015 04:30:00 PM,Tuesday,Dec,22,2015,16,12,22,2015,GRAND LARCENY,FELONY,A,6,MANHATTAN,N.Y. POLICE DEPT,984736,205052,"(40.7295052630001, -73.998247936)"
1012058,9e3ca544,12/22/2015 04:30:00 PM,Tuesday,Dec,22,2015,16,12,23,2015,GRAND LARCENY,FELONY,G,17,MANHATTAN,N.Y. POLICE DEPT,992413,215802,"(40.759007576, -73.970535895)"
1012059,9aeaa75c,12/22/2015 04:30:00 PM,Tuesday,Dec,22,2015,16,12,22,2015,ROBBERY,FELONY,A,43,BRONX,N.Y. POLICE DEPT,1024289,234253,"(40.8095637100001, -73.8553649249999)"
1012060,9b88adbd,12/22/2015 04:35:00 PM,Tuesday,Dec,22,2015,16,12,23,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,E,81,BROOKLYN,N.Y. POLICE DEPT,1006593,189943,"(40.6880064430001, -73.9194369539999)"
1012061,7fb29b56,12/22/2015 04:35:00 PM,Tuesday,Dec,22,2015,16,12,22,2015,ROBBERY,FELONY,D,113,QUEENS,N.Y. POLICE DEPT,1050851,191610,"(40.692359584, -73.759835311)"
1012062,8085c929,12/22/2015 04:38:00 PM,Tuesday,Dec,22,2015,16,12,22,2015,FELONY ASSAULT,FELONY,F,17,MANHATTAN,N.Y. POLICE DEPT,993299,214118,"(40.754384562, -73.9673400139999)"
1012063,8b3d9f1d,12/22/2015 04:40:00 PM,Tuesday,Dec,22,2015,16,12,23,2015,ROBBERY,FELONY,B,83,BROOKLYN,N.Y. POLICE DEPT,1009142,190529,"(40.6896080760001, -73.910243599)"
1012064,51b674f9,12/22/2015 04:51:00 PM,Tuesday,Dec,22,2015,16,12,22,2015,GRAND LARCENY,FELONY,J,43,BRONX,N.Y. POLICE DEPT,1022187,245611,"(40.840747435, -73.862893941)"
1012065,793822a9,12/22/2015 04:57:00 PM,Tuesday,Dec,22,2015,16,12,22,2015,GRAND LARCENY,FELONY,A,72,BROOKLYN,N.Y. POLICE DEPT,988406,180025,"(40.660810982, -73.985021832)"
1012066,87b4ff44,12/22/2015 05:00:00 PM,Tuesday,Dec,22,2015,17,12,22,2015,BURGLARY,FELONY,K,122,STATEN ISLAND,N.Y. POLICE DEPT,945435,144457,"(40.563100155, -74.1396990979999)"
1012067,5ed2ce85,12/22/2015 05:00:00 PM,Tuesday,Dec,22,2015,17,12,22,2015,ROBBERY,FELONY,E,62,BROOKLYN,N.Y. POLICE DEPT,986959,160469,"(40.607134466, -73.990245149)"
1012290,97999a44,12/22/2015 05:00:00 PM,Tuesday,Dec,22,2015,17,12,23,2015,GRAND LARCENY,FELONY,E,69,BROOKLYN,N.Y. POLICE DEPT,1012521,168750,"(40.6298194, -73.8981506109999)"
1012291,e7618feb,12/22/2015 05:00:00 PM,Tuesday,Dec,22,2015,17,12,23,2015,BURGLARY,FELONY,G,102,QUEENS,N.Y. POLICE DEPT,1030111,196599,"(40.7061849740001, -73.8345904729999)"
1012292,12f120d7,12/22/2015 05:00:00 PM,Tuesday,Dec,22,2015,17,12,23,2015,GRAND LARCENY,FELONY,E,13,MANHATTAN,N.Y. POLICE DEPT,987103,207735,"(40.736868993, -73.989706546)"
1012293,73cbfe35,12/22/2015 05:00:00 PM,Tuesday,Dec,22,2015,17,12,23,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,E,45,BRONX,N.Y. POLICE DEPT,1029813,244768,"(40.8383975950001, -73.83533872)"
1012294,35d13aa8,12/22/2015 05:00:00 PM,Tuesday,Dec,22,2015,17,12,22,2015,GRAND LARCENY,FELONY,B,47,BRONX,N.Y. POLICE DEPT,1025477,268551,"(40.903695871, -73.850862476)"
1012295,db35f4b6,12/22/2015 05:20:00 PM,Tuesday,Dec,22,2015,17,12,23,2015,BURGLARY,FELONY,A,73,BROOKLYN,N.Y. POLICE DEPT,1007767,186952,"(40.6797937920001, -73.915214181)"
1012296,4e446d97,12/22/2015 05:30:00 PM,Tuesday,Dec,22,2015,17,12,22,2015,ROBBERY,FELONY,E,67,BROOKLYN,N.Y. POLICE DEPT,1007685,176108,"(40.6500296420001, -73.915547512)"
1012297,7841346f,12/22/2015 05:30:00 PM,Tuesday,Dec,22,2015,17,12,23,2015,GRAND LARCENY,FELONY,B,19,MANHATTAN,N.Y. POLICE DEPT,993497,219869,"(40.7701693750001, -73.966617444)"
1012298,267edf62,12/22/2015 05:30:00 PM,Tuesday,Dec,22,2015,17,12,23,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,114,QUEENS,N.Y. POLICE DEPT,1004241,222257,"(40.776706043, -73.927821797)"
1012299,d789c1a7,12/22/2015 05:30:00 PM,Tuesday,Dec,22,2015,17,12,22,2015,GRAND LARCENY,FELONY,A,25,MANHATTAN,N.Y. POLICE DEPT,1002996,229133,"(40.795581553, -73.932297815)"
1012300,73244427,12/22/2015 05:45:00 PM,Tuesday,Dec,22,2015,17,12,22,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,67,BROOKLYN,N.Y. POLICE DEPT,1001288,178325,"(40.6561294410001, -73.9385951049999)"
1012301,b63b1334,12/22/2015 05:50:00 PM,Tuesday,Dec,22,2015,17,12,23,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,45,BRONX,N.Y. POLICE DEPT,1037127,237894,"(40.819489709, -73.808960493)"
1012302,576562dc,12/22/2015 05:55:00 PM,Tuesday,Dec,22,2015,17,12,22,2015,ROBBERY,FELONY,C,101,QUEENS,N.Y. POLICE DEPT,1050183,158448,"(40.6013423890001, -73.7625682629999)"
1012303,8b4cfad6,12/22/2015 06:00:00 PM,Tuesday,Dec,22,2015,18,12,24,2015,BURGLARY,FELONY,J,75,BROOKLYN,N.Y. POLICE DEPT,1012621,178541,"(40.656693256, -73.897749172)"
1012304,ae9cfef6,12/22/2015 06:00:00 PM,Tuesday,Dec,22,2015,18,12,22,2015,GRAND LARCENY,FELONY,G,84,BROOKLYN,N.Y. POLICE DEPT,989563,190211,"(40.688768646, -73.9808435899999)"
1012305,217aedb0,12/22/2015 06:00:00 PM,Tuesday,Dec,22,2015,18,12,30,2015,FELONY ASSAULT,FELONY,A,102,QUEENS,N.Y. POLICE DEPT,1035310,194572,"(40.7005928730001, -73.815854197)"
1012306,2e779883,12/22/2015 06:00:00 PM,Tuesday,Dec,22,2015,18,12,23,2015,GRAND LARCENY,FELONY,M,105,QUEENS,N.Y. POLICE DEPT,1059845,212804,"(40.750459473, -73.727164709)"
1012307,e496924a,12/22/2015 06:00:00 PM,Tuesday,Dec,22,2015,18,12,24,2015,GRAND LARCENY,FELONY,E,14,MANHATTAN,N.Y. POLICE DEPT,988840,213570,"(40.7528838800001, -73.983434689)"
1012308,f4bd9d1a,12/22/2015 06:00:00 PM,Tuesday,Dec,22,2015,18,12,22,2015,GRAND LARCENY,FELONY,A,19,MANHATTAN,N.Y. POLICE DEPT,992359,217816,"(40.7645355390001, -73.9707283879999)"
1012530,709abb80,12/22/2015 06:15:00 PM,Tuesday,Dec,22,2015,18,12,22,2015,ROBBERY,FELONY,D,79,BROOKLYN,N.Y. POLICE DEPT,1000897,191645,"(40.692690586, -73.939971403)"
1012531,b1faca87,12/22/2015 06:15:00 PM,Tuesday,Dec,22,2015,18,12,22,2015,GRAND LARCENY,FELONY,K,104,QUEENS,N.Y. POLICE DEPT,1016314,202065,"(40.7212485810001, -73.8843272459999)"
1012532,b31de7ca,12/22/2015 06:25:00 PM,Tuesday,Dec,22,2015,18,12,22,2015,GRAND LARCENY,FELONY,B,19,MANHATTAN,N.Y. POLICE DEPT,995159,221254,"(40.773968945, -73.960614956)"
1012533,261a97e1,12/22/2015 06:25:00 PM,Tuesday,Dec,22,2015,18,12,23,2015,GRAND LARCENY,FELONY,G,52,BRONX,N.Y. POLICE DEPT,1014480,253412,"(40.862188599, -73.890712482)"
1012534,4c39a465,12/22/2015 06:30:00 PM,Tuesday,Dec,22,2015,18,12,23,2015,ROBBERY,FELONY,A,47,BRONX,N.Y. POLICE DEPT,1020982,256477,"(40.870576425, -73.8671893659999)"
1012535,4e16d5c0,12/22/2015 06:40:00 PM,Tuesday,Dec,22,2015,18,12,25,2015,GRAND LARCENY,FELONY,C,61,BROOKLYN,N.Y. POLICE DEPT,996680,153421,"(40.587780825, -73.95524856)"
1012536,f8d416c5,12/22/2015 06:40:00 PM,Tuesday,Dec,22,2015,18,12,22,2015,ROBBERY,FELONY,B,60,BROOKLYN,N.Y. POLICE DEPT,990784,149362,"(40.576645978, -73.9764803959999)"
1012537,ee78a040,12/22/2015 06:46:00 PM,Tuesday,Dec,22,2015,18,12,22,2015,ROBBERY,FELONY,B,47,BRONX,N.Y. POLICE DEPT,1024381,265139,"(40.894336088, -73.854847708)"
1012538,9b5b15f6,12/22/2015 06:50:00 PM,Tuesday,Dec,22,2015,18,12,22,2015,GRAND LARCENY,FELONY,C,18,MANHATTAN,N.Y. POLICE DEPT,992855,217094,"(40.7625533660001, -73.9689387779999)"
1012539,837fbc1a,12/22/2015 07:00:00 PM,Tuesday,Dec,22,2015,19,12,22,2015,FELONY ASSAULT,FELONY,J,66,BROOKLYN,N.Y. POLICE DEPT,987165,173379,"(40.642569651, -73.989497681)"
1012540,1d1cdf13,12/22/2015 07:00:00 PM,Tuesday,Dec,22,2015,19,12,22,2015,ROBBERY,FELONY,J,81,BROOKLYN,N.Y. POLICE DEPT,1003614,186315,"(40.67805543, -73.930189066)"
1012541,1cbc22e6,12/22/2015 07:00:00 PM,Tuesday,Dec,22,2015,19,12,22,2015,GRAND LARCENY,FELONY,F,84,BROOKLYN,N.Y. POLICE DEPT,988474,190818,"(40.6904353080001, -73.984769974)"
1012542,543b47f7,12/22/2015 07:00:00 PM,Tuesday,Dec,22,2015,19,12,25,2015,ROBBERY,FELONY,F,79,BROOKLYN,N.Y. HOUSING POLICE,999070,193134,"(40.6967807940001, -73.946556394)"
1012543,b00b655d,12/22/2015 07:00:00 PM,Tuesday,Dec,22,2015,19,12,24,2015,GRAND LARCENY,FELONY,C,109,QUEENS,N.Y. POLICE DEPT,1031596,212309,"(40.7492971990001, -73.8291238739999)"
1012544,fe16dfd8,12/22/2015 07:00:00 PM,Tuesday,Dec,22,2015,19,12,22,2015,FELONY ASSAULT,FELONY,E,24,MANHATTAN,N.Y. POLICE DEPT,995114,231061,"(40.800886592, -73.960761567)"
1012545,3a33934f,12/22/2015 07:00:00 PM,Tuesday,Dec,22,2015,19,12,23,2015,ROBBERY,FELONY,C,49,BRONX,N.Y. POLICE DEPT,1028531,246932,"(40.844343656, -73.839957515)"
1012546,2cf42c28,12/22/2015 07:00:00 PM,Tuesday,Dec,22,2015,19,12,25,2015,GRAND LARCENY,FELONY,K,52,BRONX,N.Y. POLICE DEPT,1017572,258215,"(40.8753602300001, -73.8795102619999)"
1012547,8a7515b1,12/22/2015 07:00:00 PM,Tuesday,Dec,22,2015,19,12,23,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,47,BRONX,N.Y. POLICE DEPT,1024351,260918,"(40.8827509220001, -73.854981494)"
1012548,b23d99be,12/22/2015 07:10:00 PM,Tuesday,Dec,22,2015,19,12,22,2015,GRAND LARCENY,FELONY,M,109,QUEENS,N.Y. POLICE DEPT,1030092,220250,"(40.771101097, -73.834497836)"
1012549,f2a3cb28,12/22/2015 07:20:00 PM,Tuesday,Dec,22,2015,19,12,23,2015,GRAND LARCENY,FELONY,A,100,QUEENS,N.Y. POLICE DEPT,1040787,156470,"(40.595978115, -73.796420884)"
1012773,9f2257cc,12/22/2015 07:20:00 PM,Tuesday,Dec,22,2015,19,12,22,2015,GRAND LARCENY,FELONY,D,6,MANHATTAN,N.Y. POLICE DEPT,986282,207279,"(40.7356176120001, -73.9926692189999)"
1012774,293642bb,12/22/2015 07:23:00 PM,Tuesday,Dec,22,2015,19,12,23,2015,GRAND LARCENY,FELONY,E,63,BROOKLYN,N.Y. POLICE DEPT,1003431,168503,"(40.629165782, -73.9308994849999)"
1012775,7a10ef04,12/22/2015 07:30:00 PM,Tuesday,Dec,22,2015,19,12,23,2015,GRAND LARCENY,FELONY,H,72,BROOKLYN,N.Y. POLICE DEPT,983580,174562,"(40.645817186, -74.002415804)"
1012776,cb3a99e7,12/22/2015 07:30:00 PM,Tuesday,Dec,22,2015,19,12,22,2015,GRAND LARCENY,FELONY,C,104,QUEENS,N.Y. POLICE DEPT,1019768,197404,"(40.7084420680001, -73.87189119)"
1012777,203b4cb5,12/22/2015 07:30:00 PM,Tuesday,Dec,22,2015,19,12,22,2015,GRAND LARCENY,FELONY,F,110,QUEENS,N.Y. POLICE DEPT,1019840,206689,"(40.733926841, -73.871582398)"
1012778,ac53e79d,12/22/2015 07:30:00 PM,Tuesday,Dec,22,2015,19,12,22,2015,GRAND LARCENY,FELONY,C,18,MANHATTAN,N.Y. POLICE DEPT,991531,217373,"(40.7633203390001, -73.973717904)"
1012779,41bcf24,12/22/2015 07:30:00 PM,Tuesday,Dec,22,2015,19,12,22,2015,FELONY ASSAULT,FELONY,J,45,BRONX,OTHER,1033434,254526,"(40.8651609350001, -73.82218103)"
1012780,cd7c44c4,12/22/2015 07:45:00 PM,Tuesday,Dec,22,2015,19,12,23,2015,FELONY ASSAULT,FELONY,E,13,MANHATTAN,N.Y. POLICE DEPT,986221,207790,"(40.7370201960001, -73.99288918)"
1012781,f95e881,12/22/2015 07:50:00 PM,Tuesday,Dec,22,2015,19,12,22,2015,GRAND LARCENY,FELONY,E,111,QUEENS,N.Y. POLICE DEPT,1048621,214637,"(40.755579405, -73.767656508)"
1012782,1d74e4bd,12/22/2015 07:58:00 PM,Tuesday,Dec,22,2015,19,12,22,2015,GRAND LARCENY,FELONY,D,34,MANHATTAN,N.Y. POLICE DEPT,1007077,256710,"(40.8712628500001, -73.917464917)"
1012783,6a66603b,12/22/2015 08:00:00 PM,Tuesday,Dec,22,2015,20,12,24,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,F,62,BROOKLYN,N.Y. POLICE DEPT,985686,163849,"(40.61641217, -73.994829059)"
1012784,14eb40af,12/22/2015 08:00:00 PM,Tuesday,Dec,22,2015,20,12,23,2015,BURGLARY,FELONY,I,40,BRONX,N.Y. HOUSING POLICE,1005874,236171,"(40.8148923470001, -73.921880878)"
1012785,469d410a,12/22/2015 08:08:00 PM,Tuesday,Dec,22,2015,20,12,22,2015,GRAND LARCENY,FELONY,A,19,MANHATTAN,N.Y. POLICE DEPT,992359,217816,"(40.7645355390001, -73.9707283879999)"
1012786,1e733b8d,12/22/2015 08:09:00 PM,Tuesday,Dec,22,2015,20,12,23,2015,GRAND LARCENY,FELONY,G,18,MANHATTAN,N.Y. POLICE DEPT,987706,217218,"(40.7628972260001, -73.987525779)"
1012787,5ac76276,12/22/2015 08:15:00 PM,Tuesday,Dec,22,2015,20,12,23,2015,GRAND LARCENY,FELONY,J,61,BROOKLYN,N.Y. POLICE DEPT,992149,156984,"(40.597565742, -73.971557772)"
1012788,a0839945,12/22/2015 08:15:00 PM,Tuesday,Dec,22,2015,20,12,22,2015,FELONY ASSAULT,FELONY,B,69,BROOKLYN,N.Y. POLICE DEPT,1011808,174714,"(40.6461915460001, -73.900694949)"
1012789,ca35d188,12/22/2015 08:20:00 PM,Tuesday,Dec,22,2015,20,12,22,2015,FELONY ASSAULT,FELONY,B,17,MANHATTAN,N.Y. POLICE DEPT,990820,211884,"(40.7482549850001, -73.976289891)"
1012790,7bfd68ba,12/22/2015 08:22:00 PM,Tuesday,Dec,22,2015,20,12,22,2015,GRAND LARCENY,FELONY,A,19,MANHATTAN,N.Y. POLICE DEPT,992359,217816,"(40.7645355390001, -73.9707283879999)"
1012791,3ecbecd3,12/22/2015 08:30:00 PM,Tuesday,Dec,22,2015,20,12,23,2015,GRAND LARCENY,FELONY,C,106,QUEENS,N.Y. POLICE DEPT,1024371,182971,"(40.668807171, -73.8553745569999)"
1012792,741da490,12/22/2015 08:30:00 PM,Tuesday,Dec,22,2015,20,12,22,2015,GRAND LARCENY,FELONY,C,9,MANHATTAN,N.Y. POLICE DEPT,988519,202508,"(40.7225215830001, -73.984600298)"
1012793,738fe371,12/22/2015 08:30:00 PM,Tuesday,Dec,22,2015,20,12,22,2015,ROBBERY,FELONY,G,14,MANHATTAN,N.Y. POLICE DEPT,986819,214690,"(40.7559588140001, -73.9907286879999)"
1013013,af47c4b6,12/22/2015 08:40:00 PM,Tuesday,Dec,22,2015,20,12,23,2015,BURGLARY,FELONY,G,61,BROOKLYN,N.Y. POLICE DEPT,994043,155644,"(40.5938858220001, -73.964739572)"
1013014,af3c0303,12/22/2015 08:40:00 PM,Tuesday,Dec,22,2015,20,12,22,2015,ROBBERY,FELONY,E,81,BROOKLYN,N.Y. POLICE DEPT,1004837,190604,"(40.689824994, -73.925766723)"
1013015,b67f0e70,12/22/2015 08:45:00 PM,Tuesday,Dec,22,2015,20,12,23,2015,GRAND LARCENY,FELONY,D,14,MANHATTAN,N.Y. POLICE DEPT,987655,212901,"(40.7510481800001, -73.987712067)"
1013016,30eb7cde,12/22/2015 08:50:00 PM,Tuesday,Dec,22,2015,20,12,22,2015,BURGLARY,FELONY,H,14,MANHATTAN,PORT AUTHORITY,986882,214802,"(40.7562662070001, -73.990501248)"
1013017,53dd8323,12/22/2015 08:55:00 PM,Tuesday,Dec,22,2015,20,12,22,2015,ROBBERY,FELONY,I,105,QUEENS,N.Y. POLICE DEPT,1056097,198285,"(40.710639787, -73.7408469)"
1013018,4cf2527b,12/22/2015 09:00:00 PM,Tuesday,Dec,22,2015,21,12,29,2015,GRAND LARCENY,FELONY,E,1,MANHATTAN,N.Y. POLICE DEPT,981164,197384,"(40.7084579180001, -74.011132372)"
1013019,79614a1b,12/22/2015 09:00:00 PM,Tuesday,Dec,22,2015,21,12,23,2015,BURGLARY,FELONY,B,109,QUEENS,N.Y. POLICE DEPT,1037518,209667,"(40.7420118970001, -73.807771633)"
1013020,dd325e85,12/22/2015 09:00:00 PM,Tuesday,Dec,22,2015,21,12,24,2015,GRAND LARCENY,FELONY,E,14,MANHATTAN,N.Y. POLICE DEPT,988787,214532,"(40.755524354, -73.983625334)"
1013021,3d2c34ba,12/22/2015 09:00:00 PM,Tuesday,Dec,22,2015,21,12,23,2015,GRAND LARCENY,FELONY,F,30,MANHATTAN,N.Y. POLICE DEPT,998501,243073,"(40.8338513480001, -73.9485024959999)"
1013022,f6d9bf68,12/22/2015 09:00:00 PM,Tuesday,Dec,22,2015,21,12,29,2015,GRAND LARCENY,FELONY,D,34,MANHATTAN,N.Y. POLICE DEPT,1005517,255164,"(40.8670234480001, -73.9231103769999)"
1013023,f5973f76,12/22/2015 09:05:00 PM,Tuesday,Dec,22,2015,21,12,22,2015,ROBBERY,FELONY,I,106,QUEENS,N.Y. POLICE DEPT,1038987,184295,"(40.6723629480001, -73.802676675)"
1013024,fc326b8c,12/22/2015 09:20:00 PM,Tuesday,Dec,22,2015,21,12,23,2015,FELONY ASSAULT,FELONY,B,104,QUEENS,N.Y. POLICE DEPT,1010966,193217,"(40.696980694, -73.903655799)"
1013025,a36d6daa,12/22/2015 09:53:00 PM,Tuesday,Dec,22,2015,21,12,22,2015,ROBBERY,FELONY,C,5,MANHATTAN,N.Y. POLICE DEPT,986080,200621,"(40.717343063, -73.9933999209999)"
1013026,c2cc86df,12/22/2015 10:00:00 PM,Tuesday,Dec,22,2015,22,12,23,2015,FELONY ASSAULT,FELONY,H,60,BROOKLYN,N.Y. POLICE DEPT,983797,149516,"(40.5770710730001, -74.001632155)"
1013027,79acb3d1,12/22/2015 10:00:00 PM,Tuesday,Dec,22,2015,22,12,23,2015,ROBBERY,FELONY,H,72,BROOKLYN,N.Y. POLICE DEPT,981460,171258,"(40.636747998, -74.010053908)"
1013028,16814d29,12/22/2015 10:00:00 PM,Tuesday,Dec,22,2015,22,12,23,2015,GRAND LARCENY,FELONY,A,107,QUEENS,N.Y. POLICE DEPT,1034865,198907,"(40.712493958, -73.817426494)"
1013029,ff222afb,12/22/2015 10:00:00 PM,Tuesday,Dec,22,2015,22,12,23,2015,GRAND LARCENY,FELONY,G,18,MANHATTAN,N.Y. POLICE DEPT,988744,217538,"(40.763775077, -73.983778532)"
1013030,f19b69e4,12/22/2015 10:10:00 PM,Tuesday,Dec,22,2015,22,12,23,2015,GRAND LARCENY,FELONY,E,45,BRONX,N.Y. POLICE DEPT,1031498,243763,"(40.835630312, -73.829256297)"
1013031,43540fe6,12/22/2015 10:11:00 PM,Tuesday,Dec,22,2015,22,12,22,2015,BURGLARY,FELONY,C,67,BROOKLYN,N.Y. POLICE DEPT,1004796,180307,"(40.6615621500001, -73.925945955)"
1013032,8be25a9d,12/22/2015 10:15:00 PM,Tuesday,Dec,22,2015,22,12,24,2015,GRAND LARCENY,FELONY,C,104,QUEENS,N.Y. POLICE DEPT,1020459,197144,"(40.70772563, -73.869400217)"
1013254,43b7a472,12/22/2015 10:17:00 PM,Tuesday,Dec,22,2015,22,12,22,2015,BURGLARY,FELONY,I,41,BRONX,N.Y. POLICE DEPT,1013074,239231,"(40.823270624, -73.8958564659999)"
