OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
1023513,e9e03977,12/01/2015 12:00:00 AM,Tuesday,Dec,1,2015,0,12,1,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,H,122,STATEN ISLAND,N.Y. POLICE DEPT,963230,155663,"(40.5939184530001, -74.0756886519999)"
1023514,127584fd,12/01/2015 12:00:00 AM,Tuesday,Dec,1,2015,0,12,31,2015,GRAND LARCENY,FELONY,A,101,QUEENS,N.Y. POLICE DEPT,1056616,157681,"(40.5991869440001, -73.739410553)"
1023515,8a7b0245,12/01/2015 12:00:00 AM,Tuesday,Dec,1,2015,0,12,11,2015,GRAND LARCENY,FELONY,A,67,BROOKLYN,N.Y. POLICE DEPT,997049,176315,"(40.6506195700001, -73.9538766169999)"
1023516,b1adaa5e,12/01/2015 12:00:00 AM,Tuesday,Dec,1,2015,0,12,4,2015,GRAND LARCENY,FELONY,H,115,QUEENS,N.Y. POLICE DEPT,1020414,213600,"(40.7528934640001, -73.869474086)"
1023517,8cfddfd5,12/01/2015 12:01:00 AM,Tuesday,Dec,1,2015,0,12,3,2015,GRAND LARCENY,FELONY,A,113,QUEENS,N.Y. POLICE DEPT,1039980,182653,"(40.66784984, -73.7991105359999)"
1023518,eea9fa7b,12/01/2015 12:01:00 AM,Tuesday,Dec,1,2015,0,12,1,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,H,94,BROOKLYN,N.Y. POLICE DEPT,997286,201416,"(40.719515733, -73.95297396)"
1023519,909ae60d,12/01/2015 12:01:00 AM,Tuesday,Dec,1,2015,0,12,23,2015,GRAND LARCENY,FELONY,I,114,QUEENS,N.Y. POLICE DEPT,1003005,214277,"(40.7548057180001, -73.9323067719999)"
1023520,13e83574,12/01/2015 12:01:00 AM,Tuesday,Dec,1,2015,0,12,24,2015,GRAND LARCENY,FELONY,A,23,MANHATTAN,N.Y. HOUSING POLICE,1000866,226632,"(40.7887212430001, -73.939996774)"
1023521,f658b192,12/01/2015 12:10:00 AM,Tuesday,Dec,1,2015,0,12,1,2015,FELONY ASSAULT,FELONY,A,46,BRONX,N.Y. POLICE DEPT,1009888,247975,"(40.847280191, -73.907334484)"
1023522,cb389822,12/01/2015 12:12:00 AM,Tuesday,Dec,1,2015,0,12,1,2015,FELONY ASSAULT,FELONY,A,46,BRONX,N.Y. POLICE DEPT,1009888,247975,"(40.847280191, -73.907334484)"
1023523,a9eafd75,12/01/2015 12:20:00 AM,Tuesday,Dec,1,2015,0,12,1,2015,ROBBERY,FELONY,B,32,MANHATTAN,N.Y. HOUSING POLICE,1000448,238379,"(40.8209643010001, -73.941477939)"
1023524,28efe571,12/01/2015 12:30:00 AM,Tuesday,Dec,1,2015,0,12,1,2015,GRAND LARCENY,FELONY,F,106,QUEENS,N.Y. POLICE DEPT,1028843,188006,"(40.6826056960001, -73.839220757)"
1023525,33021af3,12/01/2015 12:30:00 AM,Tuesday,Dec,1,2015,0,12,1,2015,ROBBERY,FELONY,D,48,BRONX,N.Y. POLICE DEPT,1014762,247914,"(40.847097267, -73.889718006)"
1023727,b2913171,12/01/2015 12:50:00 AM,Tuesday,Dec,1,2015,0,12,1,2015,FELONY ASSAULT,FELONY,G,45,BRONX,N.Y. POLICE DEPT,1032257,251409,"(40.8566122030001, -73.826458684)"
1023728,1eb06917,12/01/2015 01:00:00 AM,Tuesday,Dec,1,2015,1,12,1,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,F,72,BROOKLYN,N.Y. POLICE DEPT,979686,173993,"(40.6442542520001, -74.0164475409999)"
1023729,520bc088,12/01/2015 01:50:00 AM,Tuesday,Dec,1,2015,1,12,1,2015,ROBBERY,FELONY,C,120,STATEN ISLAND,N.Y. HOUSING POLICE,961252,166311,"(40.6231401110001, -74.0828471419999)"
1023730,9ba02803,12/01/2015 02:00:00 AM,Tuesday,Dec,1,2015,2,12,1,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,H,66,BROOKLYN,N.Y. POLICE DEPT,983570,168897,"(40.6302679660001, -74.002451267)"
1023731,e55e35f8,12/01/2015 02:00:00 AM,Tuesday,Dec,1,2015,2,12,1,2015,GRAND LARCENY,FELONY,B,103,QUEENS,N.Y. POLICE DEPT,1039824,196749,"(40.706541015, -73.7995566009999)"
1023732,9bdf24c2,12/01/2015 02:00:00 AM,Tuesday,Dec,1,2015,2,12,1,2015,GRAND LARCENY,FELONY,C,43,BRONX,N.Y. POLICE DEPT,1019825,239771,"(40.8247281600001, -73.871461365)"
1023733,c857a1f1,12/01/2015 02:00:00 AM,Tuesday,Dec,1,2015,2,12,1,2015,GRAND LARCENY,FELONY,H,49,BRONX,N.Y. HOUSING POLICE,1020242,255518,"(40.867947314, -73.869870136)"
1023734,1b63b526,12/01/2015 02:10:00 AM,Tuesday,Dec,1,2015,2,12,1,2015,BURGLARY,FELONY,I,107,QUEENS,N.Y. POLICE DEPT,1045478,202731,"(40.722922811, -73.779109375)"
1023735,d559c9e3,12/01/2015 02:10:00 AM,Tuesday,Dec,1,2015,2,12,1,2015,BURGLARY,FELONY,A,40,BRONX,N.Y. POLICE DEPT,1008452,231253,"(40.8013871150001, -73.912585126)"
1023736,92f9b333,12/01/2015 02:10:00 AM,Tuesday,Dec,1,2015,2,12,1,2015,ROBBERY,FELONY,,40,BRONX,N.Y. POLICE DEPT,1006724,232536,"(40.8049131610001, -73.9188222719999)"
1023737,dfad9a74,12/01/2015 02:25:00 AM,Tuesday,Dec,1,2015,2,12,1,2015,ROBBERY,FELONY,A,90,BROOKLYN,N.Y. POLICE DEPT,994510,199693,"(40.7147901650001, -73.962991029)"
1023738,bb43759f,12/01/2015 02:30:00 AM,Tuesday,Dec,1,2015,2,12,1,2015,FELONY ASSAULT,FELONY,A,49,BRONX,N.Y. POLICE DEPT,1020552,246518,"(40.8432437550001, -73.86879805)"
1023739,d3c9d3cb,12/01/2015 02:50:00 AM,Tuesday,Dec,1,2015,2,12,1,2015,RAPE,FELONY,F,94,BROOKLYN,N.Y. POLICE DEPT,997313,204100,"(40.726882624, -73.952871348)"
1023740,bfb98c7b,12/01/2015 03:00:00 AM,Tuesday,Dec,1,2015,3,12,3,2015,GRAND LARCENY,FELONY,B,10,MANHATTAN,N.Y. POLICE DEPT,985063,210590,"(40.7447056830001, -73.997067435)"
1023741,8c98e2f2,12/01/2015 03:00:00 AM,Tuesday,Dec,1,2015,3,12,1,2015,FELONY ASSAULT,FELONY,I,46,BRONX,N.Y. POLICE DEPT,1011755,250279,"(40.8535983670001, -73.9005768809999)"
1023742,61a1996d,12/01/2015 03:15:00 AM,Tuesday,Dec,1,2015,3,12,1,2015,ROBBERY,FELONY,D,42,BRONX,N.Y. POLICE DEPT,1014646,243583,"(40.835210342, -73.8901569079999)"
1023743,bf0a918f,12/01/2015 03:15:00 AM,Tuesday,Dec,1,2015,3,12,1,2015,ROBBERY,FELONY,C,52,BRONX,N.Y. POLICE DEPT,1012627,255339,"(40.8674837770001, -73.897403372)"
1023744,f6e82154,12/01/2015 03:19:00 AM,Tuesday,Dec,1,2015,3,12,1,2015,GRAND LARCENY,FELONY,K,106,QUEENS,N.Y. STATE POLICE,1031898,186190,"(40.677605279, -73.82821878)"
1023745,1d8a55d0,12/01/2015 03:20:00 AM,Tuesday,Dec,1,2015,3,12,3,2015,BURGLARY,FELONY,A,72,BROOKLYN,N.Y. POLICE DEPT,991277,175316,"(40.6478839920001, -73.974678694)"
1023746,ec48767d,12/01/2015 03:30:00 AM,Tuesday,Dec,1,2015,3,12,2,2015,BURGLARY,FELONY,H,72,BROOKLYN,N.Y. POLICE DEPT,980497,173184,"(40.642034102, -74.013524702)"
1023948,72e8e4d5,12/01/2015 03:30:00 AM,Tuesday,Dec,1,2015,3,12,1,2015,BURGLARY,FELONY,H,84,BROOKLYN,N.Y. POLICE DEPT,987439,189040,"(40.6855555390001, -73.988502959)"
1023949,473cbfe,12/01/2015 03:50:00 AM,Tuesday,Dec,1,2015,3,12,1,2015,BURGLARY,FELONY,I,49,BRONX,N.Y. POLICE DEPT,1026028,256449,"(40.8704771340001, -73.848944725)"
1123297,8cbf79b3,12/01/2015 03:55:00 AM,Tuesday,Dec,1,2015,3,12,1,2015,MURDER & NON-NEGL. MANSLAUGHTE,FELONY,B,49,BRONX,N.Y. POLICE DEPT,1024346,246876,"(40.844209947, -73.8550835839999)"
1023950,e3f10ebc,12/01/2015 04:00:00 AM,Tuesday,Dec,1,2015,4,12,1,2015,BURGLARY,FELONY,D,42,BRONX,N.Y. POLICE DEPT,1015924,244102,"(40.8366303550001, -73.8855360479999)"
1023951,db48f7cc,12/01/2015 04:30:00 AM,Tuesday,Dec,1,2015,4,12,1,2015,GRAND LARCENY,FELONY,A,113,QUEENS,N.Y. POLICE DEPT,1040372,190078,"(40.6882272600001, -73.797635661)"
1023952,bb3c5dd8,12/01/2015 04:30:00 AM,Tuesday,Dec,1,2015,4,12,1,2015,FELONY ASSAULT,FELONY,D,43,BRONX,N.Y. POLICE DEPT,1024625,239822,"(40.824847505, -73.854117661)"
1023953,92c681e8,12/01/2015 04:45:00 AM,Tuesday,Dec,1,2015,4,12,2,2015,GRAND LARCENY,FELONY,C,105,QUEENS,N.Y. POLICE DEPT,1057635,177816,"(40.6544446670001, -73.7355222319999)"
1023954,6208052b,12/01/2015 04:45:00 AM,Tuesday,Dec,1,2015,4,12,1,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,E,9,MANHATTAN,N.Y. POLICE DEPT,985646,203610,"(40.7255472270001, -73.994964909)"
1023955,647849ad,12/01/2015 05:00:00 AM,Tuesday,Dec,1,2015,5,12,1,2015,GRAND LARCENY,FELONY,C,113,QUEENS,N.Y. POLICE DEPT,1043142,186052,"(40.6771588400001, -73.787682766)"
1023956,50bc3fad,12/01/2015 05:30:00 AM,Tuesday,Dec,1,2015,5,12,8,2015,GRAND LARCENY,FELONY,F,105,QUEENS,N.Y. POLICE DEPT,1053389,188416,"(40.6835733570001, -73.7507159959999)"
1023957,f5e4ed47,12/01/2015 05:30:00 AM,Tuesday,Dec,1,2015,5,12,1,2015,ROBBERY,FELONY,I,46,BRONX,N.Y. POLICE DEPT,1006110,247691,"(40.8465108550001, -73.92099075)"
1023958,26e38ba2,12/01/2015 05:40:00 AM,Tuesday,Dec,1,2015,5,12,1,2015,ROBBERY,FELONY,H,77,BROOKLYN,N.Y. POLICE DEPT,1001868,183705,"(40.670895214, -73.936490681)"
1023959,4c99458a,12/01/2015 06:00:00 AM,Tuesday,Dec,1,2015,6,12,4,2015,GRAND LARCENY,FELONY,E,50,BRONX,N.Y. POLICE DEPT,1009001,258425,"(40.8759648110001, -73.9105018989999)"
1023960,5f7f9323,12/01/2015 06:15:00 AM,Tuesday,Dec,1,2015,6,12,1,2015,BURGLARY,FELONY,J,107,QUEENS,N.Y. POLICE DEPT,1032876,200690,"(40.717399013, -73.824588181)"
1023961,e488cb9,12/01/2015 06:30:00 AM,Tuesday,Dec,1,2015,6,12,1,2015,GRAND LARCENY,FELONY,F,62,BROOKLYN,N.Y. POLICE DEPT,985087,160624,"(40.6075602830001, -73.996987019)"
1023962,8029befd,12/01/2015 06:30:00 AM,Tuesday,Dec,1,2015,6,12,1,2015,GRAND LARCENY,FELONY,F,50,BRONX,N.Y. POLICE DEPT,1010489,259817,"(40.8797811210001, -73.9051158459999)"
1023963,b1485b84,12/01/2015 06:50:00 AM,Tuesday,Dec,1,2015,6,12,1,2015,GRAND LARCENY,FELONY,E,106,QUEENS,N.Y. POLICE DEPT,1027433,186896,"(40.679565994, -73.8443116349999)"
1023964,14d8b2cc,12/01/2015 07:00:00 AM,Tuesday,Dec,1,2015,7,12,1,2015,BURGLARY,FELONY,E,72,BROOKLYN,N.Y. POLICE DEPT,980659,175214,"(40.647606082, -74.012942045)"
1023965,4e636468,12/01/2015 07:00:00 AM,Tuesday,Dec,1,2015,7,12,24,2015,GRAND LARCENY,FELONY,E,106,QUEENS,N.Y. POLICE DEPT,1027989,185717,"(40.67632718, -73.842314716)"
1023966,5cd0fd17,12/01/2015 07:00:00 AM,Tuesday,Dec,1,2015,7,12,1,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,114,QUEENS,N.Y. POLICE DEPT,1013220,222449,"(40.777208166, -73.895401351)"
1024168,b4777e6f,12/01/2015 07:10:00 AM,Tuesday,Dec,1,2015,7,12,1,2015,BURGLARY,FELONY,H,115,QUEENS,N.Y. POLICE DEPT,1020159,213157,"(40.7516785810001, -73.8703968249999)"
1024169,b10540be,12/01/2015 07:15:00 AM,Tuesday,Dec,1,2015,7,12,1,2015,ROBBERY,FELONY,D,25,MANHATTAN,N.Y. POLICE DEPT,1004138,226326,"(40.7878745990001, -73.928181646)"
1024170,e2e448d9,12/01/2015 07:30:00 AM,Tuesday,Dec,1,2015,7,12,1,2015,BURGLARY,FELONY,F,72,BROOKLYN,N.Y. POLICE DEPT,980697,174687,"(40.6461595960001, -74.0128048299999)"
1024171,422666d6,12/01/2015 07:30:00 AM,Tuesday,Dec,1,2015,7,12,1,2015,GRAND LARCENY,FELONY,G,90,BROOKLYN,N.Y. HOUSING POLICE,1001020,196400,"(40.7057417190001, -73.93951602)"
1024172,cf563b3d,12/01/2015 07:30:00 AM,Tuesday,Dec,1,2015,7,12,1,2015,BURGLARY,FELONY,E,48,BRONX,N.Y. POLICE DEPT,1016632,248052,"(40.847469376, -73.882958366)"
1024173,2a357fdd,12/01/2015 07:45:00 AM,Tuesday,Dec,1,2015,7,12,19,2015,GRAND LARCENY,FELONY,I,18,MANHATTAN,N.Y. POLICE DEPT,985276,216773,"(40.7616764300001, -73.9962978029999)"
1024174,1ab782a1,12/01/2015 07:50:00 AM,Tuesday,Dec,1,2015,7,12,1,2015,FELONY ASSAULT,FELONY,E,71,BROOKLYN,N.Y. POLICE DEPT,997173,179583,"(40.6595893360001, -73.953423486)"
1024175,a4251679,12/01/2015 08:00:00 AM,Tuesday,Dec,1,2015,8,12,1,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,123,STATEN ISLAND,N.Y. POLICE DEPT,923754,135883,"(40.539444814, -74.21765346)"
1024176,ad8edd38,12/01/2015 08:00:00 AM,Tuesday,Dec,1,2015,8,12,5,2015,GRAND LARCENY,FELONY,J,75,BROOKLYN,N.Y. HOUSING POLICE,1015572,178302,"(40.656027308, -73.887114557)"
1024177,1225e681,12/01/2015 08:00:00 AM,Tuesday,Dec,1,2015,8,12,1,2015,BURGLARY,FELONY,F,78,BROOKLYN,N.Y. POLICE DEPT,988357,182113,"(40.666542104, -73.985197172)"
1024178,e992ee72,12/01/2015 08:00:00 AM,Tuesday,Dec,1,2015,8,12,16,2015,GRAND LARCENY,FELONY,B,71,BROOKLYN,N.Y. POLICE DEPT,998320,182650,"(40.668005823, -73.949282991)"
1024179,bbac6c4,12/01/2015 08:00:00 AM,Tuesday,Dec,1,2015,8,12,5,2015,GRAND LARCENY,FELONY,B,13,MANHATTAN,N.Y. POLICE DEPT,990908,209028,"(40.740415913, -73.97597512)"
1024180,7f388bb,12/01/2015 08:00:00 AM,Tuesday,Dec,1,2015,8,12,2,2015,GRAND LARCENY,FELONY,B,25,MANHATTAN,N.Y. POLICE DEPT,1001028,229572,"(40.7967904430001, -73.9394044059999)"
1024181,73dcd2a8,12/01/2015 08:00:00 AM,Tuesday,Dec,1,2015,8,12,1,2015,FELONY ASSAULT,FELONY,D,43,BRONX,N.Y. POLICE DEPT,1023548,238402,"(40.8209548680001, -73.858017409)"
1024182,47e64c77,12/01/2015 08:18:00 AM,Tuesday,Dec,1,2015,8,12,1,2015,BURGLARY,FELONY,E,81,BROOKLYN,N.Y. POLICE DEPT,1004788,190873,"(40.6905634510001, -73.9259425929999)"
1024183,7a0e5e87,12/01/2015 08:25:00 AM,Tuesday,Dec,1,2015,8,12,1,2015,ROBBERY,FELONY,C,48,BRONX,N.Y. POLICE DEPT,1013201,247704,"(40.846526135, -73.895361029)"
1024184,3408f26d,12/01/2015 08:30:00 AM,Tuesday,Dec,1,2015,8,12,1,2015,BURGLARY,FELONY,C,68,BROOKLYN,N.Y. POLICE DEPT,984133,167097,"(40.625327369, -74.000422925)"
1024185,dc383dbc,12/01/2015 08:30:00 AM,Tuesday,Dec,1,2015,8,12,1,2015,BURGLARY,FELONY,F,72,BROOKLYN,N.Y. POLICE DEPT,980596,173936,"(40.644098221, -74.01316838)"
1024186,cefb987f,12/01/2015 08:30:00 AM,Tuesday,Dec,1,2015,8,12,6,2015,BURGLARY,FELONY,G,18,MANHATTAN,N.Y. POLICE DEPT,987959,217674,"(40.764148726, -73.986612233)"
1024187,cc9b4d4f,12/01/2015 08:30:00 AM,Tuesday,Dec,1,2015,8,12,2,2015,GRAND LARCENY,FELONY,F,19,MANHATTAN,N.Y. POLICE DEPT,994438,218294,"(40.765845375, -73.9632225829999)"
1024188,c39417b4,12/01/2015 08:30:00 AM,Tuesday,Dec,1,2015,8,12,1,2015,ROBBERY,FELONY,H,42,BRONX,N.Y. HOUSING POLICE,1011949,240741,"(40.8274187420001, -73.899915006)"
1024393,fb90d798,12/01/2015 08:40:00 AM,Tuesday,Dec,1,2015,8,12,1,2015,FELONY ASSAULT,FELONY,K,52,BRONX,N.Y. POLICE DEPT,1017405,256585,"(40.8708870130001, -73.880122193)"
1024394,d4b1c2c5,12/01/2015 08:45:00 AM,Tuesday,Dec,1,2015,8,12,1,2015,GRAND LARCENY,FELONY,D,13,MANHATTAN,N.Y. POLICE DEPT,989609,208230,"(40.7382264830001, -73.980663379)"
1024395,4f26a248,12/01/2015 09:00:00 AM,Tuesday,Dec,1,2015,9,12,1,2015,BURGLARY,FELONY,J,60,BROOKLYN,N.Y. POLICE DEPT,988565,152280,"(40.5846566710001, -73.9844664729999)"
1024396,84d2ad28,12/01/2015 09:00:00 AM,Tuesday,Dec,1,2015,9,12,9,2015,GRAND LARCENY,FELONY,H,62,BROOKLYN,N.Y. POLICE DEPT,983282,162884,"(40.613763507, -74.003487977)"
1024397,fde37593,12/01/2015 09:00:00 AM,Tuesday,Dec,1,2015,9,12,15,2015,GRAND LARCENY,FELONY,H,70,BROOKLYN,N.Y. POLICE DEPT,995368,172887,"(40.6412127190001, -73.959940225)"
1024398,d817dc4c,12/01/2015 09:00:00 AM,Tuesday,Dec,1,2015,9,12,11,2015,GRAND LARCENY,FELONY,A,84,BROOKLYN,N.Y. POLICE DEPT,986859,191895,"(40.6933920490001, -73.990593143)"
1024399,18dfe9f3,12/01/2015 09:00:00 AM,Tuesday,Dec,1,2015,9,12,1,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,K,107,QUEENS,N.Y. POLICE DEPT,1037076,204573,"(40.7280328040001, -73.809406683)"
1024400,21316405,12/01/2015 09:00:00 AM,Tuesday,Dec,1,2015,9,12,1,2015,BURGLARY,FELONY,D,13,MANHATTAN,N.Y. POLICE DEPT,989365,208523,"(40.7390308400001, -73.981543636)"
1024401,1213c94e,12/01/2015 09:00:00 AM,Tuesday,Dec,1,2015,9,12,2,2015,GRAND LARCENY,FELONY,D,33,MANHATTAN,N.Y. POLICE DEPT,1000669,247149,"(40.845035017, -73.940658001)"
1024402,53fc5a13,12/01/2015 09:00:00 AM,Tuesday,Dec,1,2015,9,12,21,2015,GRAND LARCENY,FELONY,,52,BRONX,N.Y. POLICE DEPT,1010327,253958,"(40.863700447, -73.905724473)"
1024403,f15555d7,12/01/2015 09:05:00 AM,Tuesday,Dec,1,2015,9,12,2,2015,GRAND LARCENY,FELONY,H,109,QUEENS,N.Y. POLICE DEPT,1037248,217656,"(40.7639412510001, -73.808683022)"
1024404,33f74827,12/01/2015 09:15:00 AM,Tuesday,Dec,1,2015,9,12,22,2015,ROBBERY,FELONY,H,50,BRONX,N.Y. POLICE DEPT,1011955,263404,"(40.8896218290001, -73.899799657)"
1024405,a7af10d1,12/01/2015 09:25:00 AM,Tuesday,Dec,1,2015,9,12,1,2015,FELONY ASSAULT,FELONY,A,106,QUEENS,N.Y. POLICE DEPT,1030867,179889,"(40.6603159580001, -73.8319793489999)"
1024406,dfc302c7,12/01/2015 09:30:00 AM,Tuesday,Dec,1,2015,9,12,2,2015,GRAND LARCENY,FELONY,F,43,BRONX,N.Y. POLICE DEPT,1020915,241194,"(40.828629429, -73.8675151909999)"
1024407,da56f8e2,12/01/2015 09:39:00 AM,Tuesday,Dec,1,2015,9,12,1,2015,BURGLARY,FELONY,B,67,BROOKLYN,N.Y. POLICE DEPT,999390,172259,"(40.639483032, -73.9454492639999)"
1024408,19e477d1,12/01/2015 10:00:00 AM,Tuesday,Dec,1,2015,10,12,1,2015,FELONY ASSAULT,FELONY,C,83,BROOKLYN,N.Y. POLICE DEPT,1007260,191489,"(40.692248147, -73.9170266039999)"
1024409,791b739,12/01/2015 10:00:00 AM,Tuesday,Dec,1,2015,10,12,2,2015,GRAND LARCENY,FELONY,A,18,MANHATTAN,N.Y. POLICE DEPT,990664,215281,"(40.757579005, -73.976849666)"
1024410,d8c0e6ac,12/01/2015 10:00:00 AM,Tuesday,Dec,1,2015,10,12,1,2015,GRAND LARCENY,FELONY,A,20,MANHATTAN,N.Y. POLICE DEPT,989492,220150,"(40.7709439290001, -73.981076286)"
1024411,25165400,12/01/2015 10:00:00 AM,Tuesday,Dec,1,2015,10,12,1,2015,FELONY ASSAULT,FELONY,C,32,MANHATTAN,N.Y. POLICE DEPT,1001093,236689,"(40.8163245200001, -73.939151791)"
1024412,cdf8d6cb,12/01/2015 10:00:00 AM,Tuesday,Dec,1,2015,10,12,1,2015,BURGLARY,FELONY,C,33,MANHATTAN,N.Y. POLICE DEPT,1001505,245383,"(40.8401862700001, -73.9376409769999)"
1024615,4d4be5fb,12/01/2015 10:30:00 AM,Tuesday,Dec,1,2015,10,12,1,2015,GRAND LARCENY,FELONY,E,105,QUEENS,N.Y. POLICE DEPT,1056242,185711,"(40.6761260330001, -73.7404582629999)"
1024616,bffb7f90,12/01/2015 10:30:00 AM,Tuesday,Dec,1,2015,10,12,1,2015,GRAND LARCENY,FELONY,B,103,QUEENS,N.Y. POLICE DEPT,1040919,196773,"(40.7065999440001, -73.795606957)"
1024617,699a82fe,12/01/2015 10:30:00 AM,Tuesday,Dec,1,2015,10,12,1,2015,RAPE,FELONY,D,30,MANHATTAN,N.Y. POLICE DEPT,999794,241252,"(40.8288510450001, -73.943834191)"
1024618,dbba5eee,12/01/2015 10:30:00 AM,Tuesday,Dec,1,2015,10,12,1,2015,GRAND LARCENY,FELONY,C,30,MANHATTAN,N.Y. POLICE DEPT,997736,240029,"(40.82549764, -73.951273101)"
1024619,44c0da88,12/01/2015 10:30:00 AM,Tuesday,Dec,1,2015,10,12,2,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,E,48,BRONX,N.Y. POLICE DEPT,1017158,247737,"(40.8466028500001, -73.881058713)"
1024620,2e38c78b,12/01/2015 10:45:00 AM,Tuesday,Dec,1,2015,10,12,1,2015,GRAND LARCENY,FELONY,B,6,MANHATTAN,N.Y. POLICE DEPT,985481,205045,"(40.7294859780001, -73.995559939)"
1024621,df0e20e3,12/01/2015 11:00:00 AM,Tuesday,Dec,1,2015,11,12,1,2015,GRAND LARCENY,FELONY,A,105,QUEENS,N.Y. POLICE DEPT,1047813,180036,"(40.660614008, -73.770899576)"
1024622,9a0c50e2,12/01/2015 11:00:00 AM,Tuesday,Dec,1,2015,11,12,1,2015,GRAND LARCENY,FELONY,E,9,MANHATTAN,N.Y. POLICE DEPT,987873,204316,"(40.727484394, -73.9869298799999)"
1024623,b91a585d,12/01/2015 11:05:00 AM,Tuesday,Dec,1,2015,11,12,1,2015,GRAND LARCENY,FELONY,B,60,BROOKLYN,N.Y. TRANSIT POLICE,994961,149718,"(40.5776190670001, -73.961443502)"
1024624,176e0c61,12/01/2015 11:20:00 AM,Tuesday,Dec,1,2015,11,12,1,2015,ROBBERY,FELONY,I,109,QUEENS,N.Y. POLICE DEPT,1031307,216054,"(40.7595777980001, -73.8301407)"
1024625,f292388e,12/01/2015 11:29:00 AM,Tuesday,Dec,1,2015,11,12,1,2015,FELONY ASSAULT,FELONY,A,70,BROOKLYN,N.Y. POLICE DEPT,995559,165357,"(40.620544217, -73.959264616)"
1024626,e35ae5d4,12/01/2015 11:30:00 AM,Tuesday,Dec,1,2015,11,12,1,2015,ROBBERY,FELONY,D,32,MANHATTAN,N.Y. POLICE DEPT,1000842,239098,"(40.822937021, -73.940052637)"
1024627,7ef46ce0,12/01/2015 11:30:00 AM,Tuesday,Dec,1,2015,11,12,1,2015,FELONY ASSAULT,FELONY,K,46,BRONX,N.Y. POLICE DEPT,1009529,251196,"(40.8561219110001, -73.908619922)"
1024628,7a777de1,12/01/2015 11:35:00 AM,Tuesday,Dec,1,2015,11,12,1,2015,FELONY ASSAULT,FELONY,E,49,BRONX,N.Y. POLICE DEPT,1020373,253469,"(40.8623229, -73.869407542)"
1024629,982ef9c1,12/01/2015 11:40:00 AM,Tuesday,Dec,1,2015,11,12,1,2015,GRAND LARCENY,FELONY,I,109,QUEENS,N.Y. POLICE DEPT,1030809,216665,"(40.76125747, -73.8319340849999)"
1024630,701b1338,12/01/2015 12:00:00 PM,Tuesday,Dec,1,2015,12,12,14,2015,GRAND LARCENY,FELONY,E,61,BROOKLYN,N.Y. HOUSING POLICE,1002258,156234,"(40.5954923690001, -73.93515808)"
1024631,a6f86edc,12/01/2015 12:00:00 PM,Tuesday,Dec,1,2015,12,12,1,2015,BURGLARY,FELONY,E,72,BROOKLYN,N.Y. POLICE DEPT,981729,175362,"(40.6480126800001, -74.009086225)"
1024632,be4ebc12,12/01/2015 12:00:00 PM,Tuesday,Dec,1,2015,12,12,11,2015,GRAND LARCENY,FELONY,E,78,BROOKLYN,N.Y. POLICE DEPT,989215,184187,"(40.6722343330001, -73.982102861)"
1024633,e918848c,12/01/2015 12:00:00 PM,Tuesday,Dec,1,2015,12,12,2,2015,GRAND LARCENY,FELONY,A,9,MANHATTAN,N.Y. POLICE DEPT,990563,203120,"(40.7242001540001, -73.9772256429999)"
1024634,95d843d4,12/01/2015 12:00:00 PM,Tuesday,Dec,1,2015,12,12,7,2015,GRAND LARCENY,FELONY,N,105,QUEENS,N.Y. POLICE DEPT,1062779,213239,"(40.7516278630001, -73.716570337)"
1024837,f236128d,12/01/2015 12:00:00 PM,Tuesday,Dec,1,2015,12,12,1,2015,BURGLARY,FELONY,E,48,BRONX,N.Y. POLICE DEPT,1016632,248052,"(40.847469376, -73.882958366)"
1024838,33f623e,12/01/2015 12:00:00 PM,Tuesday,Dec,1,2015,12,12,11,2015,GRAND LARCENY,FELONY,A,34,MANHATTAN,N.Y. POLICE DEPT,1004275,249564,"(40.8516560370001, -73.9276175699999)"
1024839,cfa21934,12/01/2015 12:00:00 PM,Tuesday,Dec,1,2015,12,12,1,2015,GRAND LARCENY,FELONY,K,52,BRONX,N.Y. POLICE DEPT,1017619,257841,"(40.8743335390001, -73.879342175)"
1024840,856dce92,12/01/2015 12:01:00 PM,Tuesday,Dec,1,2015,12,12,3,2015,GRAND LARCENY,FELONY,K,66,BROOKLYN,N.Y. POLICE DEPT,989122,174050,"(40.6444105420001, -73.982445443)"
1024841,96a1c08b,12/01/2015 12:01:00 PM,Tuesday,Dec,1,2015,12,12,3,2015,GRAND LARCENY,FELONY,F,17,MANHATTAN,N.Y. POLICE DEPT,993025,213673,"(40.7531634260001, -73.9683295689999)"
